ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
289	"Tyw5"	"Tyw5"	chr1	-	57401368	57401523	57401387	57401523	57396726	57396796
290	"Smarca1"	"Smarca1"	chrX	-	47811126	47811268	47811157	47811268	47809369	47810120
291	"Trim66"	"Trim66"	chr7	-	109507740	109508134	109507803	109508134	109486046	109486150
292	"Trim66"	"Trim66"	chr7	-	109455001	109455245	109455026	109455245	109449000	109454034
293	"Sox5"	"Sox5"	chr6	-	144154991	144155223	144155096	144155223	144116443	144116654
294	"Cyfip2"	"Cyfip2"	chr11	-	46311934	46312358	46312226	46312358	46291512	46291652
295	"Nr1h2"	"Nr1h2"	chr7	-	44553804	44553965	44553808	44553965	44553578	44553708
296	"Sin3a"	"Sin3a"	chr9	+	57118069	57118171	57118069	57118162	57119092	57119187
297	"Trim9"	"Trim9"	chr12	-	70250956	70251260	70251010	70251260	70248264	70248427
298	"Acsm3"	"Acsm3"	chr7	+	119760922	119761079	119760922	119760982	119766890	119767038
299	"Il15"	"Il15"	chr8	-	82402289	82402586	82402299	82402586	82379493	82379615
300	"Il15"	"Il15"	chr8	-	82402289	82402586	82402299	82402586	82345599	82345698
301	"Nprl3"	"Nprl3"	chr11	-	32267422	32267707	32267504	32267707	32263024	32263094
302	"Rc3h2"	"Rc3h2"	chr2	-	37376641	37376790	37376660	37376790	37370070	37375428
303	"Esd"	"Esd"	chr14	+	74732296	74732521	74732296	74732388	74735959	74736034
304	"Eif4e1b"	"Eif4e1b"	chr13	+	54783997	54784033	54783997	54784030	54784353	54784562
305	"Eif4e1b"	"Eif4e1b"	chr13	+	54783997	54784101	54783997	54784030	54784353	54784562
306	"Eif4e1b"	"Eif4e1b"	chr13	+	54783997	54784101	54783997	54784033	54784353	54784562
307	"Eif4e1b"	"Eif4e1b"	chr13	+	54783997	54784101	54783997	54784033	54784190	54784301
308	"Eif4e1b"	"Eif4e1b"	chr13	+	54784808	54785005	54784808	54784904	54785477	54785541
309	"Apoc3"	"Apoc3"	chr9	-	46235154	46235299	46235258	46235299	46234658	46234726
310	"Drosha"	"Drosha"	chr15	+	12824814	12824942	12824814	12824938	12826064	12826167
311	"Morc2a"	"Morc2a"	chr11	+	3684613	3684748	3684613	3684745	3684837	3684892
312	"Cd247"	"Cd247"	chr1	+	165866654	165866898	165866654	165866748	165869017	165871153
313	"Zkscan17"	"Zkscan17"	chr11	-	59503383	59503810	59503676	59503810	59502919	59503100
314	"Pear1"	"Pear1"	chr3	-	87759352	87759581	87759476	87759581	87759093	87759194
315	"Pear1"	"Pear1"	chr3	-	87763224	87763358	87763259	87763358	87762211	87762281
316	"Fam110a"	"Fam110a"	chr2	-	151973609	151973981	151973902	151973981	151969395	151970924
317	"Nf2"	"Nf2"	chr11	-	4782170	4782352	4782186	4782352	4765844	4768273
318	"Meg3"	"Meg3"	chr12	+	109543699	109543849	109543699	109543805	109544026	109544742
319	"Atg9a"	"Atg9a"	chr1	-	75185950	75186104	75186009	75186104	75185665	75185845
320	"Gtpbp2"	"Gtpbp2"	chr17	+	46161031	46161326	46161031	46161291	46163482	46163509
321	"Cpsf4l"	"Cpsf4l"	chr11	-	113709227	113709526	113709386	113709526	113708803	113708854
322	"Tmem220"	"Tmem220"	chr11	+	67031061	67031185	67031061	67031181	67032180	67032240
323	"Traf2"	"Traf2"	chr2	-	25538844	25539084	25538865	25539084	25536675	25536774
324	"Traf2"	"Traf2"	chr2	-	25538844	25539084	25538865	25539084	25537070	25537149
325	"Pla2g6"	"Pla2g6"	chr15	-	79328088	79328371	79328209	79328371	79317760	79318010
326	"Pla2g6"	"Pla2g6"	chr15	-	79327634	79328371	79328209	79328371	79317760	79318010
327	"Pla2g6"	"Pla2g6"	chr15	-	79327634	79328371	79328088	79328371	79317760	79318010
328	"Zmym6"	"Zmym6"	chr4	+	127086974	127087048	127086974	127087041	127088328	127088554
329	"Glb1"	"Glb1"	chr9	+	114443008	114443212	114443008	114443121	114450596	114450671
330	"Pik3r6"	"Pik3r6"	chr11	+	68534192	68534283	68534192	68534271	68536103	68536226
331	"Galnt9"	"Galnt9"	chr5	+	110617837	110617970	110617837	110617933	110619164	110619332
332	"Pigp"	"Pigp"	chr16	-	94370740	94371015	94370894	94371015	94370088	94370192
333	"Hdac6"	"Hdac6"	chrX	-	7947574	7947889	7947649	7947889	7947124	7947244
334	"Ccser1"	"Ccser1"	chr6	+	61180324	61180653	61180324	61180601	61310813	61312172
335	"Nnat"	"Nnat"	chr2	+	157561212	157561288	157561212	157561239	157561541	157562525
336	"Nnat"	"Nnat"	chr2	+	157561212	157561293	157561212	157561239	157561541	157562525
337	"Nnat"	"Nnat"	chr2	+	157561212	157561293	157561212	157561288	157561541	157562525
338	"Poli"	"Poli"	chr18	-	70529750	70530321	70530187	70530321	70528701	70528827
339	"Poli"	"Poli"	chr18	-	70524730	70525528	70525375	70525528	70523162	70523399
340	"D130020L05Rik"	"D130020L05Rik"	chr12	+	101082450	101084499	101082450	101084025	101088041	101088927
341	"Serpinh1"	"Serpinh1"	chr7	-	99352881	99353239	99353052	99353239	99348802	99349464
342	"Fbxl4"	"Fbxl4"	chr4	+	22422716	22423927	22422716	22422788	22427149	22427462
343	"Tle3"	"Tle3"	chr9	+	61394607	61394712	61394607	61394682	61401852	61402057
344	"Tle3"	"Tle3"	chr9	+	61409935	61410135	61409935	61410120	61411262	61411339
345	"Rfxank"	"Rfxank"	chr8	-	70135535	70135631	70135565	70135631	70135290	70135391
346	"Serpinb6a"	"Serpinb6a"	chr13	-	33935572	33935794	33935626	33935794	33931471	33931646
347	"Mlx"	"Mlx"	chr11	+	101087289	101087529	101087289	101087367	101087753	101087790
348	"Lrrc57"	"Lrrc57"	chr2	-	120609273	120609508	120609331	120609508	120608917	120609023
349	"Lrrc57"	"Lrrc57"	chr2	-	120609280	120609508	120609331	120609508	120608917	120609023
350	"Lrrc57"	"Lrrc57"	chr2	-	120609273	120609508	120609280	120609508	120608917	120609023
351	"Jarid2"	"Jarid2"	chr13	+	44730773	44730934	44730773	44730888	44731712	44731916
352	"Sulf2"	"Sulf2"	chr2	-	166155498	166155683	166155502	166155683	166132587	166132854
353	"Prg4"	"Prg4"	chr1	-	150454051	150456337	150456250	150456337	150453462	150453540
354	"Apoo"	"Apoo"	chrX	+	94367153	94367501	94367153	94367326	94379925	94380033
355	"Apoo"	"Apoo"	chrX	+	94367153	94367485	94367153	94367326	94379925	94380033
356	"Apoo"	"Apoo"	chrX	+	94367153	94367501	94367153	94367485	94379925	94380033
357	"Xpnpep2"	"Xpnpep2"	chrX	+	48121800	48122103	48121800	48121902	48122528	48122610
358	"Smagp"	"Smagp"	chr15	-	100635315	100635559	100635362	100635559	100622628	100622709
359	"Smagp"	"Smagp"	chr15	-	100636558	100636940	100636748	100636940	100636186	100636255
360	"Zfand2a"	"Zfand2a"	chr5	-	139484265	139484491	139484276	139484491	139482701	139482797
361	"Gng12"	"Gng12"	chr6	+	66896396	66896527	66896396	66896515	66914452	66914510
362	"Gng12"	"Gng12"	chr6	+	66943824	66943882	66943824	66943877	67015724	67015843
363	"Tia1"	"Tia1"	chr6	+	86413803	86413906	86413803	86413900	86416302	86416401
364	"Zfat"	"Zfat"	chr15	-	68110443	68110562	68110476	68110562	68104955	68105079
365	"Zfat"	"Zfat"	chr15	-	68212592	68212844	68212613	68212844	68187050	68187236
366	"Psd2"	"Psd2"	chr18	+	36005718	36005909	36005718	36005900	36006076	36006147
367	"Cd151"	"Cd151"	chr7	+	141467361	141467584	141467361	141467466	141468418	141468546
368	"Cd151"	"Cd151"	chr7	+	141467361	141467584	141467361	141467466	141469254	141469345
369	"Hmga1"	"Hmga1"	chr17	+	27556573	27556749	27556573	27556711	27559532	27559670
370	"Hmga1"	"Hmga1"	chr17	+	27556573	27556749	27556573	27556709	27559532	27559670
371	"Hmga1"	"Hmga1"	chr17	+	27556573	27556711	27556573	27556709	27559532	27559670
372	"Hmga1"	"Hmga1"	chr17	+	27559532	27559703	27559532	27559670	27560927	27561011
373	"Cnih3"	"Cnih3"	chr1	+	181409628	181409733	181409628	181409676	181449969	181450082
374	"Pdc"	"Pdc"	chr1	+	150319416	150319500	150319416	150319488	150328315	150328400
375	"Tfe3"	"Tfe3"	chrX	+	7762660	7763213	7762660	7763060	7765506	7765620
376	"8430426J06Rik"	"8430426J06Rik"	chr15	-	81247675	81247971	81247914	81247971	81242653	81243419
377	"Fzd5"	"Fzd5"	chr1	-	64737132	64737750	64737239	64737750	64730557	64736853
378	"Rnf32"	"Rnf32"	chr5	+	29195992	29196112	29195992	29196084	29196579	29196645
379	"Pld6"	"Pld6"	chr11	-	59787217	59787657	59787221	59787657	59783892	59785225
380	"Pigx"	"Pigx"	chr16	-	32099469	32099727	32099475	32099727	32096999	32097063
381	"Troap"	"Troap"	chr15	+	99074972	99075092	99074972	99075067	99075349	99075498
382	"Tmem53"	"Tmem53"	chr4	+	117251950	117252155	117251950	117252134	117265859	117265975
383	"Adamts10"	"Adamts10"	chr17	+	33538570	33538712	33538570	33538695	33543197	33543305
384	"Elmod2"	"Elmod2"	chr8	-	83332349	83332486	83332354	83332486	83331110	83331258
385	"Gpn2"	"Gpn2"	chr4	+	133584372	133584869	133584372	133584800	133585909	133586066
386	"Elp3"	"Elp3"	chr14	-	65546982	65547215	65547133	65547215	65530445	65531600
387	"Elp3"	"Elp3"	chr14	-	65592924	65593112	65592981	65593112	65590505	65590605
388	"Fcrla"	"Fcrla"	chr1	-	170927395	170927583	170927461	170927583	170922221	170922407
389	"Ints9"	"Ints9"	chr14	+	64950044	64950399	64950044	64950367	64980121	64980249
390	"2810474O19Rik"	"2810474O19Rik"	chr6	+	149310321	149310377	149310321	149310359	149325404	149329784
391	"Apbb2"	"Apbb2"	chr5	-	66543398	66543617	66543461	66543617	66492057	66492172
392	"Cass4"	"Cass4"	chr2	+	172424599	172424680	172424599	172424674	172426635	172427925
393	"Zfp865"	"Zfp865"	chr7	+	5028990	5032207	5028990	5031279	5032762	5033223
394	"Ank1"	"Ank1"	chr8	+	23141163	23141304	23141163	23141229	23148280	23150497
395	"Ank1"	"Ank1"	chr8	+	23141163	23141304	23141163	23141229	23141595	23141720
396	"Ank1"	"Ank1"	chr8	+	23132096	23132483	23132096	23132471	23132561	23132634
397	"D16Ertd472e"	"D16Ertd472e"	chr16	-	78576190	78576688	78576423	78576688	78575920	78576054
398	"D16Ertd472e"	"D16Ertd472e"	chr16	-	78576423	78576688	78576458	78576688	78575920	78576054
399	"D16Ertd472e"	"D16Ertd472e"	chr16	-	78576390	78576688	78576423	78576688	78575920	78576054
400	"D16Ertd472e"	"D16Ertd472e"	chr16	-	78576190	78576688	78576458	78576688	78575920	78576054
401	"D16Ertd472e"	"D16Ertd472e"	chr16	-	78576190	78576688	78576390	78576688	78575920	78576054
402	"D16Ertd472e"	"D16Ertd472e"	chr16	-	78576390	78576688	78576458	78576688	78575920	78576054
403	"Bcl2l1"	"Bcl2l1"	chr2	-	152830385	152830717	152830540	152830717	152829426	152830102
404	"Wdr31"	"Wdr31"	chr4	-	62470711	62470895	62470818	62470895	62468836	62468933
405	"Bmp8a"	"Bmp8a"	chr4	-	123315804	123315954	123315843	123315954	123312649	123313416
406	"Ctc1"	"Ctc1"	chr11	+	69021029	69021193	69021029	69021115	69022376	69022614
407	"2700094K13Rik"	"2700094K13Rik"	chr2	-	84669986	84670116	84670011	84670116	84669220	84669397
408	"Cbll1"	"Cbll1"	chr12	-	31494581	31494749	31494590	31494749	31492078	31492176
409	"Nin"	"Nin"	chr12	-	70025379	70025481	70025406	70025481	70020833	70021031
410	"Gas2l3"	"Gas2l3"	chr10	-	89434289	89434361	89434292	89434361	89433764	89433812
411	"Kirrel3"	"Kirrel3"	chr9	+	35028331	35028514	35028331	35028439	35029773	35029883
412	"Stat3"	"Stat3"	chr11	-	100893073	100893286	100893076	100893286	100889885	100889928
413	"Foxred1"	"Foxred1"	chr9	-	35209939	35210165	35209944	35210165	35209415	35209529
414	"Fgf8"	"Fgf8"	chr19	-	45742323	45742552	45742515	45742552	45741498	45741646
415	"Phc1"	"Phc1"	chr6	-	122334965	122335083	122334972	122335083	122334069	122334150
416	"Ska1"	"Ska1"	chr18	-	74207529	74207818	74207593	74207818	74206788	74206884
417	"Lrrc43"	"Lrrc43"	chr5	+	123503175	123503317	123503175	123503296	123503546	123503639
418	"Lrrc43"	"Lrrc43"	chr5	+	123504263	123504297	123504263	123504275	123508040	123508205
419	"Clip4"	"Clip4"	chr17	+	71828506	71828705	71828506	71828650	71831204	71831339
420	"Banf1"	"Banf1"	chr19	-	5366433	5366876	5366567	5366876	5365817	5365956
421	"Trnt1"	"Trnt1"	chr6	+	106769137	106769256	106769137	106769191	106769829	106770003
422	"Rbm3"	"Rbm3"	chrX	-	8143246	8143329	8143250	8143329	8142355	8142955
423	"Tcf19"	"Tcf19"	chr17	-	35516710	35516824	35516758	35516824	35515877	35516430
424	"Cdh23"	"Cdh23"	chr10	-	60304660	60304947	60304824	60304947	60304423	60304528
425	"Cbwd1"	"Cbwd1"	chr19	-	24961316	24961616	24961383	24961616	24957903	24957990
426	"Kit"	"Kit"	chr5	+	75638964	75639158	75638964	75639146	75640492	75640599
427	"Fam78b"	"Fam78b"	chr1	+	167078536	167079785	167078536	167079467	167087977	167091302
428	"Fam78b"	"Fam78b"	chr1	+	167078536	167079467	167078536	167079465	167087977	167091302
429	"Fam78b"	"Fam78b"	chr1	+	167078536	167079785	167078536	167079465	167087977	167091302
430	"Kcnk13"	"Kcnk13"	chr12	+	99964498	99964815	99964498	99964801	99965203	99966280
431	"Kcnk13"	"Kcnk13"	chr12	+	99964498	99964852	99964498	99964815	99965203	99966280
432	"Kcnk13"	"Kcnk13"	chr12	+	99964498	99964852	99964498	99964801	99965203	99966280
433	"Ndufs6"	"Ndufs6"	chr13	-	73328277	73328482	73328338	73328482	73327415	73327469
434	"Map4k2"	"Map4k2"	chr19	+	6346691	6346817	6346691	6346809	6351179	6351238
435	"Gm17751"	"Gm17751"	chr1	+	76497533	76497783	76497533	76497599	76500331	76502028
436	"Flt3l"	"Flt3l"	chr7	-	45133881	45134026	45133897	45134026	45132227	45132412
437	"Cdk10"	"Cdk10"	chr8	+	123224840	123224968	123224840	123224930	123226346	123226419
438	"Rab3a"	"Rab3a"	chr8	+	70754678	70754868	70754678	70754863	70755855	70756083
439	"Nrp2"	"Nrp2"	chr1	+	62786280	62786316	62786280	62786301	62815332	62818692
440	"Nrp2"	"Nrp2"	chr1	+	62786280	62786316	62786280	62786301	62795708	62797091
441	"Nrp2"	"Nrp2"	chr1	+	62786280	62786316	62786280	62786301	62812533	62812584
442	"Rdh13"	"Rdh13"	chr7	-	4445413	4445657	4445446	4445657	4444202	4444321
443	"Syt8"	"Syt8"	chr7	+	142434976	142435092	142434976	142435081	142438893	142438992
444	"Syt8"	"Syt8"	chr7	+	142434976	142435092	142434976	142435081	142438162	142438273
445	"Nr1h5"	"Nr1h5"	chr3	-	102947750	102947864	102947774	102947864	102946033	102946156
446	"Nr1h5"	"Nr1h5"	chr3	-	102954521	102954887	102954695	102954887	102952170	102952311
447	"Zfp266"	"Zfp266"	chr9	-	20521343	20521419	20521354	20521419	20521019	20521119
448	"Gbp4"	"Gbp4"	chr5	-	105136809	105137045	105136838	105137045	105135066	105135190
449	"Eno3"	"Eno3"	chr11	+	70657175	70657279	70657175	70657267	70657871	70657958
450	"Slc19a2"	"Slc19a2"	chr1	+	164256746	164257349	164256746	164257235	164260791	164261017
451	"Ilf3"	"Ilf3"	chr9	+	21404059	21404191	21404059	21404182	21404695	21405363
452	"Dag1"	"Dag1"	chr9	-	108253100	108253157	108253105	108253157	108218012	108218410
453	"Dag1"	"Dag1"	chr9	-	108253008	108253157	108253100	108253157	108218012	108218410
454	"Dag1"	"Dag1"	chr9	-	108253008	108253157	108253105	108253157	108218012	108218410
455	"Dag1"	"Dag1"	chr9	-	108263480	108263815	108263624	108263815	108253100	108253157
456	"Cacna1g"	"Cacna1g"	chr11	-	94425763	94425977	94425784	94425977	94423670	94423724
457	"Zfp410"	"Zfp410"	chr12	+	84316858	84317209	84316858	84317174	84321811	84321991
458	"Sigmar1"	"Sigmar1"	chr4	-	41740775	41740976	41740822	41740976	41740549	41740642
459	"Tsks"	"Tsks"	chr7	+	44957596	44957753	44957596	44957721	44957855	44958037
460	"Klhl25"	"Klhl25"	chr7	+	75848337	75848484	75848337	75848473	75865336	75867141
461	"Enoph1"	"Enoph1"	chr5	+	100039993	100040302	100039993	100040273	100059139	100059241
462	"Mga"	"Mga"	chr2	+	119931710	119931934	119931710	119931931	119932503	119932686
463	"Gpr115"	"Gpr115"	chr17	-	42692108	42692284	42692152	42692284	42676654	42676764
464	"Gpr115"	"Gpr115"	chr17	-	42692108	42692284	42692139	42692284	42676654	42676764
465	"Gpr115"	"Gpr115"	chr17	-	42692065	42692284	42692108	42692284	42676654	42676764
466	"Gpr115"	"Gpr115"	chr17	-	42692139	42692284	42692152	42692284	42676654	42676764
467	"Gpr115"	"Gpr115"	chr17	-	42692065	42692284	42692152	42692284	42676654	42676764
468	"Gpr115"	"Gpr115"	chr17	-	42692065	42692284	42692139	42692284	42676654	42676764
469	"Htatip2"	"Htatip2"	chr7	+	49759105	49759311	49759105	49759145	49759597	49759793
470	"Htatip2"	"Htatip2"	chr7	+	49759105	49759311	49759105	49759145	49759541	49759793
471	"Tro"	"Tro"	chrX	-	150645693	150649655	150649547	150649655	150644709	150645521
472	"Inca1"	"Inca1"	chr11	-	70699919	70700155	70699987	70700155	70695863	70695948
473	"Inca1"	"Inca1"	chr11	-	70699948	70700155	70699987	70700155	70695863	70695948
474	"Inca1"	"Inca1"	chr11	-	70699987	70700155	70700057	70700155	70695863	70695948
475	"Inca1"	"Inca1"	chr11	-	70699919	70700155	70699948	70700155	70695863	70695948
476	"Inca1"	"Inca1"	chr11	-	70699919	70700155	70700057	70700155	70695863	70695948
477	"Inca1"	"Inca1"	chr11	-	70699948	70700155	70700057	70700155	70695863	70695948
478	"Ciz1"	"Ciz1"	chr2	+	32363197	32363656	32363197	32363298	32363804	32363979
479	"Ciz1"	"Ciz1"	chr2	+	32370863	32371113	32370863	32371101	32371248	32371408
480	"Irf3"	"Irf3"	chr7	+	44997647	44998066	44997647	44997908	44998704	44998877
481	"Slc29a1"	"Slc29a1"	chr17	-	45588995	45589074	45589001	45589074	45588288	45588386
482	"Nol8"	"Nol8"	chr13	+	49653077	49653863	49653077	49653682	49654346	49654502
483	"Celf2"	"Celf2"	chr2	-	6560658	6560790	6560670	6560790	6553784	6553964
484	"Liph"	"Liph"	chr16	-	21983841	21984268	21983900	21984268	21981335	21981444
485	"Ubap2l"	"Ubap2l"	chr3	-	90031295	90031370	90031310	90031370	90028324	90028377
486	"Ubap2l"	"Ubap2l"	chr3	-	90038814	90039016	90038847	90039016	90038369	90038465
487	"Tti2"	"Tti2"	chr8	+	31159881	31160049	31159881	31159987	31161790	31164703
488	"Hrh3"	"Hrh3"	chr2	-	180103901	180104407	180103905	180104407	180102728	180102895
489	"Ncaph2"	"Ncaph2"	chr15	+	89355718	89355943	89355718	89355926	89360355	89360457
490	"Ncaph2"	"Ncaph2"	chr15	+	89355718	89355926	89355718	89355850	89360355	89360457
491	"Ncaph2"	"Ncaph2"	chr15	+	89355718	89355943	89355718	89355850	89360355	89360457
492	"Ly6a"	"Ly6a"	chr15	-	74997847	74998031	74997868	74998031	74997534	74997617
493	"Ly6a"	"Ly6a"	chr15	-	74997847	74998031	74997878	74998031	74997534	74997617
494	"Ly6a"	"Ly6a"	chr15	-	74997847	74998031	74997852	74998031	74997534	74997617
495	"Ly6a"	"Ly6a"	chr15	-	74997868	74998031	74997878	74998031	74997534	74997617
496	"Ly6a"	"Ly6a"	chr15	-	74997852	74998031	74997868	74998031	74997534	74997617
497	"Ly6a"	"Ly6a"	chr15	-	74997852	74998031	74997878	74998031	74997534	74997617
498	"Ly6a"	"Ly6a"	chr15	-	74997847	74998031	74997878	74998031	74997534	74997632
499	"Tbx10"	"Tbx10"	chr19	+	3992751	3993114	3992751	3992957	3996528	3996796
500	"Rfpl4"	"Rfpl4"	chr7	-	5116637	5116911	5116869	5116911	5115283	5115578
501	"Nrxn3"	"Nrxn3"	chr12	+	90283571	90283659	90283571	90283650	90331787	90334933
502	"Immt"	"Immt"	chr6	+	71872793	71872923	71872793	71872894	71874316	71875266
503	"Armcx1"	"Armcx1"	chrX	+	134718919	134719108	134718919	134718992	134719626	134719725
504	"Tmem176b"	"Tmem176b"	chr6	-	48840995	48841374	48841347	48841374	48838171	48838365
505	"0610010K14Rik"	"0610010K14Rik"	chr11	-	70235996	70236211	70236023	70236211	70235203	70235468
506	"Tnfaip1"	"Tnfaip1"	chr11	-	78536072	78536260	78536085	78536260	78530027	78530347
507	"2010106E10Rik"	"2010106E10Rik"	chrX	+	112515188	112515312	112515188	112515282	112556249	112556332
508	"Oard1"	"Oard1"	chr17	+	48409999	48410372	48409999	48410237	48410827	48410904
509	"Cul4b"	"Cul4b"	chrX	-	38576079	38576196	38576138	38576196	38572403	38572478
510	"Fbxl12"	"Fbxl12"	chr9	-	20644194	20644767	20644572	20644767	20642023	20642096
511	"Fgf18"	"Fgf18"	chr11	-	33147194	33147400	33147241	33147400	33147044	33147081
512	"Csrp2bp"	"Csrp2bp"	chr2	+	144373190	144373855	144373190	144373369	144375844	144375963
513	"Zfp446"	"Zfp446"	chr7	+	12977847	12978218	12977847	12978112	12978997	12979378
514	"C1qtnf5"	"C1qtnf5"	chr9	+	44105151	44105300	44105151	44105282	44105404	44105515
515	"Ano1"	"Ano1"	chr7	-	144738359	144738592	144738362	144738592	144678633	144678779
516	"Zbtb5"	"Zbtb5"	chr4	-	45010951	45012412	45011846	45012412	44991242	44995386
517	"Zbtb5"	"Zbtb5"	chr4	-	45010951	45012412	45012223	45012412	44991242	44995386
518	"Zbtb5"	"Zbtb5"	chr4	-	45011846	45012412	45012223	45012412	44991242	44995386
519	"Meis3"	"Meis3"	chr7	+	16183790	16183867	16183790	16183856	16184037	16184096
520	"Meis3"	"Meis3"	chr7	+	16185447	16185521	16185447	16185517	16186056	16186503
521	"Chchd7"	"Chchd7"	chr4	+	3938887	3939131	3938887	3938962	3939378	3939526
522	"Chchd7"	"Chchd7"	chr4	+	3938887	3939117	3938887	3938962	3939378	3939526
523	"Chchd7"	"Chchd7"	chr4	+	3938887	3939131	3938887	3939117	3939378	3939526
524	"Chchd7"	"Chchd7"	chr4	+	3938887	3939131	3938887	3938962	3939423	3939526
525	"D17Wsu92e"	"D17Wsu92e"	chr17	-	27767910	27768239	27768135	27768239	27751231	27753995
526	"Hdac5"	"Hdac5"	chr11	-	102195947	102196117	102195951	102196117	102195746	102195868
527	"Bcl11a"	"Bcl11a"	chr11	+	24163145	24164888	24163145	24163288	24172698	24173558
528	"Klc3"	"Klc3"	chr7	-	19399713	19399921	19399808	19399921	19399283	19399549
529	"Haghl"	"Haghl"	chr17	-	25785422	25785586	25785427	25785586	25784660	25784725
530	"Haghl"	"Haghl"	chr17	-	25783782	25783886	25783784	25783886	25783502	25783582
531	"Smox"	"Smox"	chr2	+	131520411	131521171	131520411	131520646	131522058	131522219
532	"Eps15l1"	"Eps15l1"	chr8	-	72378990	72379155	72379083	72379155	72373822	72373946
533	"4930556M19Rik"	"4930556M19Rik"	chr15	+	10716647	10716774	10716647	10716718	10767434	10767558
534	"Plch2"	"Plch2"	chr4	-	154986214	154987016	154986718	154987016	154983114	154984965
535	"Galnt6"	"Galnt6"	chr15	-	100729302	100729376	100729306	100729376	100720014	100720235
536	"Ctps2"	"Ctps2"	chrX	+	162901594	162901914	162901594	162901839	162903433	162903638
537	"Nit1"	"Nit1"	chr1	-	171345535	171345645	171345567	171345645	171344913	171345000
538	"Aldh18a1"	"Aldh18a1"	chr19	-	40574210	40574369	40574216	40574369	40573770	40573861
539	"Fam120b"	"Fam120b"	chr17	+	15401744	15404397	15401744	15403129	15405754	15405935
540	"Pde4dip"	"Pde4dip"	chr3	-	97756369	97757096	97756883	97757096	97755438	97755597
541	"Adamts13"	"Adamts13"	chr2	+	26988338	26988574	26988338	26988419	26990309	26990445
542	"Smek1"	"Smek1"	chr12	-	101053428	101053584	101053467	101053584	101051530	101051662
543	"Nipa2"	"Nipa2"	chr7	-	55962199	55962493	55962395	55962493	55944480	55944709
544	"Nipa2"	"Nipa2"	chr7	-	55962199	55962493	55962395	55962493	55961451	55961572
545	"Il18r1"	"Il18r1"	chr1	+	40466160	40466357	40466160	40466269	40471728	40471814
546	"Dnajc5b"	"Dnajc5b"	chr3	+	19508594	19508706	19508594	19508699	19546732	19546859
547	"Fam219a"	"Fam219a"	chr4	-	41569176	41569527	41569209	41569527	41524365	41524414
548	"Nup98"	"Nup98"	chr7	-	102180376	102180515	102180427	102180515	102176312	102176405
549	"Podn"	"Podn"	chr4	-	108028607	108028668	108028633	108028668	108026975	108027295
550	"Grk6"	"Grk6"	chr13	+	55451702	55451843	55451702	55451836	55452134	55452325
551	"Trim26"	"Trim26"	chr17	+	36837145	36837283	36837145	36837264	36837464	36837572
552	"Vasp"	"Vasp"	chr7	-	19264404	19264570	19264434	19264570	19261974	19262059
553	"Hnrnpf"	"Hnrnpf"	chr6	+	117907803	117907918	117907803	117907879	117917469	117917598
554	"Hnrnpf"	"Hnrnpf"	chr6	+	117906781	117907208	117906781	117906839	117917469	117917598
555	"3110009E18Rik"	"3110009E18Rik"	chr1	+	120121186	120121810	120121186	120121217	120150602	120150747
556	"Tbx22"	"Tbx22"	chrX	+	107680107	107680313	107680107	107680282	107681140	107681305
557	"Mynn"	"Mynn"	chr3	+	30603503	30603800	30603503	30603670	30607036	30607830
558	"Foxred2"	"Foxred2"	chr15	-	77956468	77956722	77956566	77956722	77955588	77956089
559	"Rbm18"	"Rbm18"	chr2	-	36127124	36127251	36127180	36127251	36122851	36122938
560	"Rbm18"	"Rbm18"	chr2	-	36127180	36127251	36127214	36127251	36122851	36122938
561	"Rbm18"	"Rbm18"	chr2	-	36127124	36127251	36127214	36127251	36122851	36122938
562	"Asb13"	"Asb13"	chr13	+	3649318	3649510	3649318	3649374	3650179	3651779
563	"E230029C05Rik"	"E230029C05Rik"	chr7	+	90037948	90038074	90037948	90038070	90040729	90040849
564	"Tcf4"	"Tcf4"	chr18	+	69677966	69678129	69677966	69678117	69681568	69681798
565	"Kdf1"	"Kdf1"	chr4	+	133518962	133519111	133518962	133519052	133527941	133529009
566	"Mef2b"	"Mef2b"	chr8	+	70166292	70166426	70166292	70166396	70166613	70166698
567	"Clip1"	"Clip1"	chr5	-	123630224	123631169	123630452	123631169	123627293	123627410
568	"Lig3"	"Lig3"	chr11	+	82781108	82781276	82781108	82781272	82783345	82783899
569	"Unk"	"Unk"	chr11	+	116053015	116053158	116053015	116053119	116053489	116053690
570	"Raly"	"Raly"	chr2	+	154791109	154791548	154791109	154791231	154857268	154857533
571	"Raly"	"Raly"	chr2	+	154791109	154791548	154791109	154791231	154821006	154821089
572	"Cad"	"Cad"	chr5	+	31076673	31076886	31076673	31076703	31077092	31077218
573	"U2af2"	"U2af2"	chr7	+	5075140	5075239	5075140	5075227	5075467	5075716
574	"Sh3bp5l"	"Sh3bp5l"	chr11	+	58330717	58330802	58330717	58330792	58331253	58331863
575	"C430049B03Rik"	"C430049B03Rik"	chrX	-	53055855	53056164	53056141	53056164	53053111	53055490
576	"Myo9b"	"Myo9b"	chr8	+	71350134	71350195	71350134	71350189	71350926	71351048
577	"1700020I14Rik"	"1700020I14Rik"	chr2	+	119596258	119596511	119596258	119596342	119599587	119600744
