ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
290	"Mon2"	"Mon2"	chr10	-	123022833	123022947	123022833	123022944	123023909	123024011
291	"Wbp1"	"Wbp1"	chr6	-	83120771	83120876	83120771	83120873	83121202	83121461
292	"Ralgapa1"	"Ralgapa1"	chr12	-	55602889	55604271	55602889	55604268	55612633	55612758
293	"Ralgapa1"	"Ralgapa1"	chr12	-	55602889	55604271	55602889	55604268	55612072	55612103
294	"Gucy1b3"	"Gucy1b3"	chr3	-	82034311	82034438	82034311	82034421	82034741	82034896
295	"Snx27"	"Snx27"	chr3	-	94497541	94502065	94497541	94501271	94502169	94502229
296	"Lnx1"	"Lnx1"	chr5	-	74623481	74623684	74623481	74623654	74627347	74627500
297	"Lnx1"	"Lnx1"	chr5	-	74592446	74592976	74592446	74592973	74597235	74597410
298	"Ehbp1"	"Ehbp1"	chr11	-	22146462	22146700	22146462	22146625	22151066	22151189
299	"Cwc22"	"Cwc22"	chr2	-	77932698	77932766	77932698	77932763	77936592	77936722
300	"Chfr"	"Chfr"	chr5	+	110158798	110158918	110158801	110158918	110154836	110154982
301	"Rhbdd3"	"Rhbdd3"	chr11	+	5105180	5105347	5105184	5105347	5104020	5104404
302	"Rhbdd3"	"Rhbdd3"	chr11	+	5100384	5100587	5100396	5100587	5099747	5099898
303	"Rbfox3"	"Rbfox3"	chr11	-	118505622	118505760	118505622	118505757	118513149	118513404
304	"Rbfox3"	"Rbfox3"	chr11	-	118489759	118492638	118489759	118491241	118494149	118494228
305	"Rbfox3"	"Rbfox3"	chr11	-	118496350	118496531	118496350	118496390	118496937	118497070
306	"Odf2"	"Odf2"	chr2	+	29912565	29912640	29912568	29912640	29903975	29904107
307	"Psmd2"	"Psmd2"	chr16	+	20652151	20652300	20652243	20652300	20651651	20651851
308	"Gemin5"	"Gemin5"	chr11	-	58163793	58163913	58163793	58163910	58164256	58164408
309	"Gemin5"	"Gemin5"	chr11	-	58165892	58166074	58165892	58165953	58167708	58167869
310	"Gemin5"	"Gemin5"	chr11	-	58122281	58122378	58122281	58122375	58124931	58125418
311	"Cox18"	"Cox18"	chr5	-	90218911	90219036	90218911	90219033	90219359	90219523
312	"Cox18"	"Cox18"	chr5	-	90222230	90222335	90222230	90222331	90223615	90223996
313	"Zfp467"	"Zfp467"	chr6	-	48436612	48439454	48436612	48439357	48441946	48442060
314	"Steap2"	"Steap2"	chr5	-	5664828	5673696	5664828	5668105	5675840	5676005
315	"Dgkh"	"Dgkh"	chr14	-	78575886	78576017	78575886	78576012	78577448	78577557
316	"Fgfr3"	"Fgfr3"	chr5	+	33733253	33733402	33733256	33733402	33732721	33732912
317	"Sez6"	"Sez6"	chr11	+	77978012	77979052	77978028	77979052	77977741	77977844
318	"Arfrp1"	"Arfrp1"	chr2	-	181364604	181364711	181364604	181364698	181365218	181365404
319	"Asb8"	"Asb8"	chr15	-	98142650	98142814	98142650	98142810	98145600	98145702
320	"Wdr45"	"Wdr45"	chrX	+	7727169	7727271	7727211	7727271	7726877	7727086
321	"Wdr45"	"Wdr45"	chrX	+	7723848	7723920	7723852	7723920	7722219	7722378
322	"Dlg4"	"Dlg4"	chr11	+	70030594	70030654	70030603	70030654	70030398	70030452
323	"Eqtn"	"Eqtn"	chr4	-	94907266	94907821	94907266	94907624	94919922	94920076
324	"Eif4a1"	"Eif4a1"	chr11	-	69666935	69667617	69666935	69667606	69667694	69667774
325	"Ntn5"	"Ntn5"	chr7	+	45686180	45686825	45686576	45686825	45684021	45684498
326	"Cep55"	"Cep55"	chr19	+	38073297	38074425	38073300	38074425	38071764	38071890
327	"Clec10a"	"Clec10a"	chr11	+	70168582	70168696	70168585	70168696	70167816	70168004
328	"Sgk2"	"Sgk2"	chr2	+	162995686	162995818	162995689	162995818	162994669	162994753
329	"Klra4"	"Klra4"	chr6	-	130063105	130063195	130063105	130063186	130065190	130065354
330	"Nolc1"	"Nolc1"	chr19	+	46079907	46080085	46079910	46080085	46079130	46079258
331	"Nolc1"	"Nolc1"	chr19	+	46078872	46079021	46078875	46079021	46078702	46078758
332	"Dhx35"	"Dhx35"	chr2	+	158815409	158815534	158815429	158815534	158806922	158807000
333	"C1qtnf6"	"C1qtnf6"	chr15	-	78523345	78525398	78523345	78525187	78527227	78527468
334	"Ache"	"Ache"	chr5	+	137290008	137291101	137290011	137291101	137288253	137288367
335	"Cdv3"	"Cdv3"	chr9	-	103353101	103356029	103353101	103355313	103356279	103356439
336	"Cdv3"	"Cdv3"	chr9	-	103353101	103356029	103353101	103356026	103356279	103356439
337	"Cdv3"	"Cdv3"	chr9	-	103353101	103356026	103353101	103355313	103356279	103356439
338	"8430408G22Rik"	"8430408G22Rik"	chr6	+	116651692	116652847	116651695	116652847	116650683	116650845
339	"Ebf1"	"Ebf1"	chr11	+	44907903	44908037	44907906	44908037	44883813	44883955
340	"Fut1"	"Fut1"	chr7	+	45618621	45621059	45618759	45621059	45617605	45617747
341	"Fubp3"	"Fubp3"	chr2	+	31615497	31617526	31616178	31617526	31614710	31614782
342	"3632454L22Rik"	"3632454L22Rik"	chrX	-	135022421	135025433	135022421	135025294	135029868	135030044
343	"Tmem232"	"Tmem232"	chr17	-	65484376	65484534	65484376	65484531	65485863	65485969
344	"Papd7"	"Papd7"	chr13	-	69497958	69500110	69497958	69500107	69500472	69500637
345	"Dctn3"	"Dctn3"	chr4	-	41714797	41715259	41714797	41715238	41716395	41716454
346	"Nmral1"	"Nmral1"	chr16	-	4711317	4711680	4711317	4711603	4713639	4713830
347	"Ralgps1"	"Ralgps1"	chr2	-	33146569	33146653	33146569	33146650	33158909	33159036
348	"Dbnl"	"Dbnl"	chr11	+	5797283	5797335	5797286	5797335	5797023	5797175
349	"Dbnl"	"Dbnl"	chr11	+	5797274	5797335	5797283	5797335	5797023	5797175
350	"Dbnl"	"Dbnl"	chr11	+	5797274	5797335	5797286	5797335	5797023	5797175
351	"Ankzf1"	"Ankzf1"	chr1	+	75195568	75195712	75195599	75195712	75195062	75195256
352	"Uchl5"	"Uchl5"	chr1	+	143799920	143800034	143799923	143800034	143798390	143798493
353	"Acvrl1"	"Acvrl1"	chr15	+	101134606	101134743	101134675	101134743	101128926	101129063
354	"Acvrl1"	"Acvrl1"	chr15	+	101134644	101134743	101134675	101134743	101128926	101129063
355	"Acvrl1"	"Acvrl1"	chr15	+	101134606	101134743	101134644	101134743	101128926	101129063
356	"Wnt11"	"Wnt11"	chr7	+	98846373	98846609	98846455	98846609	98839007	98839190
357	"Plekhg5"	"Plekhg5"	chr4	+	152108402	152108540	152108407	152108540	152108180	152108330
358	"Zdbf2"	"Zdbf2"	chr1	+	63290646	63290782	63290679	63290782	63280766	63280877
359	"Sgce"	"Sgce"	chr6	-	4677162	4677233	4677162	4677197	4678066	4678110
360	"Camta2"	"Camta2"	chr11	-	70683278	70683365	70683278	70683350	70683889	70684025
361	"Mrto4"	"Mrto4"	chr4	-	139347439	139347805	139347439	139347802	139347920	139347997
362	"Tmem173"	"Tmem173"	chr18	-	35739039	35739220	35739039	35739097	35739350	35739577
363	"Arrdc1"	"Arrdc1"	chr2	-	24926271	24926448	24926271	24926445	24926544	24926727
364	"Sh3kbp1"	"Sh3kbp1"	chrX	+	159919757	159919917	159919761	159919917	159917235	159917316
365	"Thnsl1"	"Thnsl1"	chr2	+	21211389	21215009	21212961	21215009	21209884	21210041
366	"AB041803"	"AB041803"	chr6	-	31165522	31166638	31165522	31166635	31181021	31181149
367	"Sox5"	"Sox5"	chr6	-	143960796	143960920	143960796	143960917	144023168	144023237
368	"Slc12a3"	"Slc12a3"	chr8	+	94330376	94330523	94330379	94330523	94329207	94329513
369	"Tmem219"	"Tmem219"	chr7	-	126897025	126897227	126897025	126897224	126898223	126898278
370	"Mrps10"	"Mrps10"	chr17	+	47372572	47372645	47372575	47372645	47372426	47372491
371	"Nr1h2"	"Nr1h2"	chr7	-	44551954	44552245	44551954	44552236	44552506	44552620
372	"Nr1h2"	"Nr1h2"	chr7	-	44552696	44552757	44552696	44552754	44553578	44553708
373	"Spag11b"	"Spag11b"	chr8	+	19141370	19141520	19141373	19141520	19140758	19140858
374	"Irak1"	"Irak1"	chrX	-	74022472	74022664	74022472	74022661	74022848	74022952
375	"Irak1"	"Irak1"	chrX	-	74013913	74015501	74013913	74014125	74016547	74016697
376	"Mmp28"	"Mmp28"	chr11	-	83443758	83443896	83443758	83443854	83444210	83444360
377	"Tpm2"	"Tpm2"	chr4	-	43513725	43516003	43513725	43514861	43518229	43518299
378	"Zc3h14"	"Zc3h14"	chr12	+	98785317	98785406	98785329	98785406	98784915	98785052
379	"Nppb"	"Nppb"	chr4	+	147986295	147986518	147986298	147986518	147985787	147986101
380	"Trim9"	"Trim9"	chr12	-	70267233	70267266	70267233	70267263	70268061	70268200
381	"Mast2"	"Mast2"	chr4	-	116306759	116308337	116306759	116308334	116308646	116308840
382	"Cdh3"	"Cdh3"	chr8	+	106535407	106535481	106535410	106535481	106511223	106511341
383	"Cd300lg"	"Cd300lg"	chr11	+	102046853	102047187	102047105	102047187	102042971	102043304
384	"Cd300lg"	"Cd300lg"	chr11	+	102046853	102047187	102047105	102047187	102046066	102046198
385	"Slc4a10"	"Slc4a10"	chr2	+	62243361	62243453	62243364	62243453	62234380	62234569
386	"Taz"	"Taz"	chrX	+	74288447	74288513	74288450	74288513	74288177	74288219
387	"2810459M11Rik"	"2810459M11Rik"	chr1	+	86048587	86048701	86048590	86048701	86045862	86046572
388	"Cacna1h"	"Cacna1h"	chr17	-	25376845	25377006	25376845	25376953	25377170	25377339
389	"Eef1d"	"Eef1d"	chr15	-	75901131	75901255	75901131	75901252	75909244	75909344
390	"Eif4e1b"	"Eif4e1b"	chr13	+	54786848	54786988	54786886	54786988	54786618	54786732
391	"Eif4e1b"	"Eif4e1b"	chr13	+	54786878	54786988	54786886	54786988	54786618	54786732
392	"Eif4e1b"	"Eif4e1b"	chr13	+	54786848	54786988	54786878	54786988	54786618	54786732
393	"Kat2a"	"Kat2a"	chr11	-	100708845	100708985	100708845	100708982	100709075	100709177
394	"Gfra4"	"Gfra4"	chr2	-	131039631	131040325	131039631	131040258	131040398	131040475
395	"Csf3r"	"Csf3r"	chr4	+	126037379	126037708	126037519	126037708	126035765	126035979
396	"Htr3a"	"Htr3a"	chr9	-	48899212	48900008	48899212	48899990	48900560	48900782
397	"Asap2"	"Asap2"	chr12	+	21213138	21213225	21213147	21213225	21212808	21212884
398	"Pcbp2"	"Pcbp2"	chr15	+	102473260	102473402	102473284	102473402	102470631	102470803
399	"Pcbp2"	"Pcbp2"	chr15	+	102484153	102484240	102484165	102484240	102483159	102483288
400	"BC052040"	"BC052040"	chr2	+	115687045	115687169	115687063	115687169	115686384	115686450
401	"Trappc13"	"Trappc13"	chr13	-	104144403	104144554	104144403	104144551	104147243	104147344
402	"Crtam"	"Crtam"	chr9	-	40978107	40978254	40978107	40978251	40981155	40981239
403	"Dhx30"	"Dhx30"	chr9	-	110112970	110113090	110112970	110113025	110115490	110115582
404	"Dhx30"	"Dhx30"	chr9	-	110112970	110113090	110112970	110113025	110115035	110115161
405	"Cd247"	"Cd247"	chr1	+	165858442	165858478	165858445	165858478	165857415	165857496
406	"Zkscan17"	"Zkscan17"	chr11	-	59503383	59503810	59503383	59503763	59504147	59504254
407	"Nek3"	"Nek3"	chr8	-	22132049	22132199	22132049	22132193	22132992	22133095
408	"Lepre1"	"Lepre1"	chr4	+	119241661	119241804	119241682	119241804	119241481	119241534
409	"Elf3"	"Elf3"	chr1	-	135257004	135257286	135257004	135257226	135257614	135257782
410	"Cobll1"	"Cobll1"	chr2	-	65097632	65099392	65097632	65099389	65102068	65102166
411	"Pear1"	"Pear1"	chr3	-	87759093	87759194	87759093	87759166	87759476	87759581
412	"Tomm6"	"Tomm6"	chr17	-	47686644	47687062	47686644	47687008	47687187	47687288
413	"Atg9a"	"Atg9a"	chr1	-	75186189	75187186	75186189	75186938	75187684	75187826
414	"Atg9a"	"Atg9a"	chr1	-	75190822	75190880	75190822	75190877	75191823	75192010
415	"Cpsf4l"	"Cpsf4l"	chr11	-	113702412	113702509	113702412	113702506	113703270	113703366
416	"Zmym6"	"Zmym6"	chr4	+	127106575	127106723	127106579	127106723	127105273	127105446
417	"Sufu"	"Sufu"	chr19	+	46453158	46453315	46453161	46453315	46450890	46450963
418	"Serpina1f"	"Serpina1f"	chr12	-	103691742	103692016	103691742	103691851	103693393	103694022
419	"Foxn1"	"Foxn1"	chr11	-	78370956	78371418	78370956	78371415	78371815	78371967
420	"Crygc"	"Crygc"	chr1	-	65071524	65071874	65071524	65071871	65073161	65073404
421	"Bfsp1"	"Bfsp1"	chr2	-	143841673	143841799	143841673	143841781	143845900	143845990
422	"E130218I03Rik"	"E130218I03Rik"	chr4	+	134244234	134244413	134244319	134244413	134243903	134243975
423	"E130218I03Rik"	"E130218I03Rik"	chr4	+	134245292	134245873	134245422	134245873	134244906	134245102
424	"Fn1"	"Fn1"	chr1	-	71597280	71597747	71597280	71597387	71598373	71598463
425	"Fn1"	"Fn1"	chr1	-	71597280	71597747	71597280	71597672	71598373	71598463
426	"Fn1"	"Fn1"	chr1	-	71597280	71597672	71597280	71597387	71598373	71598463
427	"Poli"	"Poli"	chr18	-	70525375	70525528	70525375	70525459	70526556	70526721
428	"Mapk10"	"Mapk10"	chr5	-	102907947	102913332	102907947	102913327	102926071	102926149
429	"Fbxl4"	"Fbxl4"	chr4	+	22390676	22390921	22390713	22390921	22385906	22386252
430	"Arid5a"	"Arid5a"	chr1	+	36316208	36316327	36316211	36316327	36307732	36307836
431	"Kctd9"	"Kctd9"	chr14	+	67729223	67729409	67729350	67729409	67728649	67728746
432	"Rgs19"	"Rgs19"	chr2	-	181688418	181689295	181688418	181688718	181689376	181689611
433	"Prl"	"Prl"	chr13	+	27059381	27059554	27059384	27059554	27057569	27057657
434	"Dnmt3b"	"Dnmt3b"	chr2	+	153675725	153675813	153675728	153675813	153674857	153675044
435	"Slc26a5"	"Slc26a5"	chr5	-	21834216	21834369	21834216	21834317	21837221	21837386
436	"AI182371"	"AI182371"	chr2	-	35097887	35098083	35097887	35098080	35100564	35100685
437	"Lrrc7"	"Lrrc7"	chr3	-	158104427	158104502	158104427	158104485	158127214	158127307
438	"Nsmf"	"Nsmf"	chr2	+	25061492	25061568	25061501	25061568	25061261	25061364
439	"Bdh2"	"Bdh2"	chr3	+	135285514	135285667	135285587	135285667	135281220	135281368
440	"Npm1"	"Npm1"	chr11	-	33161547	33161627	33161547	33161588	33162921	33163206
441	"Whsc1"	"Whsc1"	chr5	+	33867573	33867658	33867576	33867658	33864659	33864778
442	"Cpvl"	"Cpvl"	chr6	-	53974621	53974893	53974621	53974807	53978634	53978673
443	"Vill"	"Vill"	chr9	+	119070556	119070814	119070622	119070814	119070277	119070349
444	"Gm9866"	"Gm9866"	chr12	-	27153316	27153605	27153316	27153374	27160229	27160516
445	"Greb1"	"Greb1"	chr12	-	16708552	16708750	16708552	16708666	16709431	16709560
446	"Usp19"	"Usp19"	chr9	+	108493560	108493863	108493563	108493863	108493349	108493483
447	"Usp19"	"Usp19"	chr9	+	108495033	108495254	108495039	108495254	108494811	108494927
448	"Six3os1"	"Six3os1"	chr17	-	85614647	85614727	85614647	85614692	85615593	85615743
449	"Six3os1"	"Six3os1"	chr17	-	85615593	85615834	85615593	85615743	85618056	85618396
450	"Six3os1"	"Six3os1"	chr17	-	85609089	85613906	85609089	85609671	85614647	85614692
451	"Six3os1"	"Six3os1"	chr17	-	85609089	85612990	85609089	85609671	85614647	85614692
452	"Six3os1"	"Six3os1"	chr17	-	85609089	85613906	85609089	85612990	85614647	85614692
453	"Jkamp"	"Jkamp"	chr12	+	72089314	72089406	72089332	72089406	72085838	72086183
454	"Aqp12"	"Aqp12"	chr1	+	93008560	93008677	93008563	93008677	93006333	93007009
455	"Smagp"	"Smagp"	chr15	-	100621339	100622026	100621339	100621958	100622628	100622709
456	"Hexdc"	"Hexdc"	chr11	+	121220863	121221161	121221082	121221161	121219840	121219923
457	"Sec14l1"	"Sec14l1"	chr11	+	117157258	117159268	117158753	117159268	117156800	117156902
458	"Tyms"	"Tyms"	chr5	-	30061967	30062049	30061967	30062039	30063235	30063411
459	"Dnmt1"	"Dnmt1"	chr9	-	20940475	20940554	20940475	20940551	20941372	20941583
460	"Ano4"	"Ano4"	chr10	-	89084546	89084653	89084546	89084591	89088192	89088293
461	"Arrb2"	"Arrb2"	chr11	+	70439817	70439905	70439850	70439905	70439661	70439741
462	"Vps13d"	"Vps13d"	chr4	-	145099964	145100070	145099964	145100067	145103613	145103688
463	"Vps13d"	"Vps13d"	chr4	-	145099964	145100070	145099964	145100067	145105798	145105921
464	"Crbn"	"Crbn"	chr6	-	106795881	106795997	106795881	106795994	106799990	106800087
465	"Nme7"	"Nme7"	chr1	+	164312852	164312938	164312855	164312938	164308059	164308250
466	"Glyr1"	"Glyr1"	chr16	-	5021337	5021448	5021337	5021430	5026507	5026607
467	"BC048679"	"BC048679"	chr7	-	81495125	81495373	81495125	81495255	81495578	81495780
468	"Dazap1"	"Dazap1"	chr10	+	80287535	80288413	80287538	80288413	80285249	80285426
469	"Dazap1"	"Dazap1"	chr10	+	80277571	80277682	80277574	80277682	80274803	80274869
470	"Ppfia2"	"Ppfia2"	chr10	+	106865246	106865401	106865249	106865401	106863253	106863384
471	"Daw1"	"Daw1"	chr1	+	83180344	83180489	83180364	83180489	83179292	83179365
472	"Psd2"	"Psd2"	chr18	+	35978280	35978685	35978283	35978685	35964829	35965219
473	"Psd2"	"Psd2"	chr18	+	36006560	36006718	36006640	36006718	36006076	36006147
474	"Qk"	"Qk"	chr17	-	10210179	10215474	10210179	10214194	10216159	10216459
475	"Dbf4"	"Dbf4"	chr5	-	8404870	8404916	8404870	8404913	8405801	8405838
476	"Cdc27"	"Cdc27"	chr11	-	104526050	104526184	104526050	104526166	104526862	104526977
477	"Cdc27"	"Cdc27"	chr11	-	104520663	104520836	104520663	104520833	104521380	104521588
478	"Hmga1"	"Hmga1"	chr17	+	27560915	27561011	27560927	27561011	27559532	27559703
479	"Hmga1"	"Hmga1"	chr17	+	27561460	27561511	27561464	27561511	27560927	27561011
480	"Hmga1"	"Hmga1"	chr17	+	27562437	27563672	27562440	27563672	27561460	27561511
481	"Gimap4"	"Gimap4"	chr6	+	48690841	48692062	48691365	48692062	48690370	48690457
482	"Tfe3"	"Tfe3"	chrX	+	7766554	7766855	7766573	7766855	7765506	7765620
483	"Rnft2"	"Rnft2"	chr5	-	118237126	118237599	118237126	118237596	118242457	118242516
484	"Rcbtb2"	"Rcbtb2"	chr14	+	73154314	73154408	73154319	73154408	73151532	73151615
485	"4833420G17Rik"	"4833420G17Rik"	chr13	+	119466010	119466304	119466073	119466304	119462758	119463119
486	"Fbxw2"	"Fbxw2"	chr2	-	34822557	34823067	34822557	34822975	34825961	34826070
487	"Adamts10"	"Adamts10"	chr17	+	33537086	33537175	33537091	33537175	33531579	33531797
488	"Nrf1"	"Nrf1"	chr6	+	30089911	30090146	30089914	30090146	30088832	30088988
489	"Fau"	"Fau"	chr19	+	6058242	6058325	6058245	6058325	6057887	6058001
490	"Fcrla"	"Fcrla"	chr1	-	170922221	170922407	170922221	170922404	170927461	170927583
491	"Dcstamp"	"Dcstamp"	chr15	+	39759313	39759622	39759481	39759622	39754183	39755225
492	"Dcstamp"	"Dcstamp"	chr15	+	39759313	39759622	39759316	39759622	39754183	39755225
493	"Dcstamp"	"Dcstamp"	chr15	+	39759316	39759622	39759481	39759622	39754183	39755225
494	"Dcstamp"	"Dcstamp"	chr15	+	39760273	39760938	39760328	39760938	39759481	39759622
495	"1700086L19Rik"	"1700086L19Rik"	chr12	+	74288707	74288934	74288712	74288934	74285514	74285638
496	"Prrt3"	"Prrt3"	chr6	-	113497271	113498395	113497271	113498316	113501849	113501931
497	"Prrt3"	"Prrt3"	chr6	-	113496931	113497087	113496931	113497084	113497271	113498316
498	"Apbb2"	"Apbb2"	chr5	-	66400075	66400284	66400075	66400281	66451467	66452283
499	"Ank1"	"Ank1"	chr8	+	23132096	23132634	23132561	23132634	23123831	23123978
500	"Ank1"	"Ank1"	chr8	+	23098920	23099019	23098924	23099019	23097845	23098043
501	"Ank1"	"Ank1"	chr8	+	23115355	23115567	23115453	23115567	23114780	23114935
502	"Ckap5"	"Ckap5"	chr2	+	91619687	91619839	91619750	91619839	91616300	91616460
503	"Sdcbp"	"Sdcbp"	chr4	+	6385025	6385187	6385028	6385187	6380989	6381099
504	"Tmem39a"	"Tmem39a"	chr16	+	38585175	38585518	38585379	38585518	38581969	38582124
505	"Wdr31"	"Wdr31"	chr4	-	62463343	62463476	62463343	62463473	62463926	62464069
506	"Ctc1"	"Ctc1"	chr11	+	69031410	69031604	69031413	69031604	69031099	69031189
507	"Ctc1"	"Ctc1"	chr11	+	69022376	69022614	69022392	69022614	69021029	69021193
508	"Rtel1"	"Rtel1"	chr2	+	181355309	181355552	181355327	181355552	181355008	181355125
509	"Rtel1"	"Rtel1"	chr2	+	181355309	181355552	181355327	181355552	181354352	181354442
510	"Pex5l"	"Pex5l"	chr3	-	33005919	33006046	33005919	33006043	33007121	33007316
511	"Pex5l"	"Pex5l"	chr3	-	33081975	33082135	33081975	33082003	33082815	33083036
512	"Cbll1"	"Cbll1"	chr12	-	31492078	31492179	31492078	31492176	31494581	31494749
513	"Cd72"	"Cd72"	chr4	-	43449451	43449549	43449451	43449528	43450069	43450221
514	"Stat3"	"Stat3"	chr11	-	100889477	100889590	100889477	100889540	100889885	100889928
515	"Foxred1"	"Foxred1"	chr9	-	35204220	35205141	35204220	35205123	35205304	35205409
516	"Nudcd1"	"Nudcd1"	chr15	-	44400019	44400227	44400019	44400224	44401281	44401464
517	"Unc13b"	"Unc13b"	chr4	+	43249456	43249581	43249459	43249581	43245467	43245596
518	"Fgf8"	"Fgf8"	chr19	-	45741498	45741679	45741498	45741646	45742515	45742552
519	"Hook2"	"Hook2"	chr8	+	85001320	85001424	85001323	85001424	85001154	85001237
520	"Mospd2"	"Mospd2"	chrX	-	164936170	164938692	164936170	164937084	164939642	164939745
521	"Mospd2"	"Mospd2"	chrX	-	164936170	164938692	164936170	164937303	164939642	164939745
522	"Mospd2"	"Mospd2"	chrX	-	164936170	164937303	164936170	164937084	164939642	164939745
523	"Bpifa3"	"Bpifa3"	chr2	+	154138134	154138359	154138139	154138359	154137577	154137641
524	"1700025M24Rik"	"1700025M24Rik"	chr5	-	73268579	73268976	73268579	73268953	73271655	73271794
525	"Pan2"	"Pan2"	chr10	+	128315486	128315657	128315513	128315657	128315097	128315236
526	"Pan2"	"Pan2"	chr10	+	128308064	128308234	128308118	128308234	128304094	128304493
527	"Ubr5"	"Ubr5"	chr15	-	38037815	38038027	38037815	38038009	38040752	38040902
528	"Anapc5"	"Anapc5"	chr5	-	122788301	122788464	122788301	122788440	122791607	122791755
529	"Anapc5"	"Anapc5"	chr5	-	122800450	122800632	122800450	122800608	122802129	122802219
530	"Anapc5"	"Anapc5"	chr5	-	122800450	122800608	122800450	122800593	122802129	122802219
531	"Anapc5"	"Anapc5"	chr5	-	122800450	122800632	122800450	122800593	122802129	122802219
532	"Anapc5"	"Anapc5"	chr5	-	122791607	122791755	122791607	122791735	122791826	122791934
533	"Fmr1"	"Fmr1"	chrX	+	68712230	68712413	68712305	68712413	68710583	68710779
534	"Aifm2"	"Aifm2"	chr10	+	61736582	61738652	61738398	61738652	61735457	61735658
535	"Sept4"	"Sept4"	chr11	+	87589955	87590055	87590008	87590055	87589655	87589818
536	"Usp8"	"Usp8"	chr2	+	126719991	126720169	126720024	126720169	126717994	126718164
537	"Enah"	"Enah"	chr1	-	181921657	181922500	181921657	181921768	181923559	181923840
538	"Rbm3"	"Rbm3"	chrX	-	8143246	8143332	8143246	8143329	8143657	8143751
539	"Pik3cd"	"Pik3cd"	chr4	-	149655335	149655503	149655335	149655500	149655580	149655631
540	"Pik3cd"	"Pik3cd"	chr4	-	149655126	149655257	149655126	149655248	149655335	149655503
541	"Pik3cd"	"Pik3cd"	chr4	-	149654022	149654138	149654022	149654135	149654224	149654403
542	"Ephb2"	"Ephb2"	chr4	-	136675367	136675533	136675367	136675530	136683919	136684044
543	"Tcf19"	"Tcf19"	chr17	-	35515877	35516539	35515877	35516430	35516710	35516824
544	"Tdrd6"	"Tdrd6"	chr17	-	43622129	43622257	43622129	43622254	43624106	43630299
545	"Tdrd6"	"Tdrd6"	chr17	-	43615334	43615921	43615334	43615903	43617169	43617233
546	"Cdh23"	"Cdh23"	chr10	-	60466002	60466153	60466002	60466152	60486989	60487178
547	"Eng"	"Eng"	chr2	+	32657515	32657670	32657518	32657670	32646594	32647024
548	"Snph"	"Snph"	chr2	-	151600256	151600463	151600256	151600364	151600977	151601074
549	"Pja1"	"Pja1"	chrX	-	99465733	99467582	99465733	99467573	99468122	99468314
550	"Pja1"	"Pja1"	chrX	-	99465733	99468600	99465733	99468314	99470616	99470735
551	"Zfp281"	"Zfp281"	chr1	+	136625267	136630391	136625271	136630391	136624900	136625051
552	"Map4k2"	"Map4k2"	chr19	+	6341743	6341834	6341769	6341834	6341458	6341516
553	"Tmem241"	"Tmem241"	chr18	-	11981302	11983642	11981302	11983593	11993563	11993628
554	"Rasgef1b"	"Rasgef1b"	chr5	-	99234475	99234691	99234475	99234688	99240822	99240960
555	"Cartpt"	"Cartpt"	chr13	-	99899956	99900079	99899956	99900040	99900475	99900683
556	"2310001H17Rik"	"2310001H17Rik"	chr6	-	129237738	129237857	129237738	129237844	129238435	129238482
557	"Atp7a"	"Atp7a"	chrX	+	106088334	106088517	106088337	106088517	106086088	106086814
558	"Wiz"	"Wiz"	chr17	-	32357456	32357984	32357456	32357981	32358942	32359494
559	"Acy1"	"Acy1"	chr9	-	106437628	106437737	106437628	106437733	106438132	106438236
560	"Sytl2"	"Sytl2"	chr7	+	90360044	90360177	90360125	90360177	90358132	90358284
561	"Mdp1"	"Mdp1"	chr14	-	55659987	55660228	55659987	55660098	55660337	55660508
562	"Bmpr1b"	"Bmpr1b"	chr3	-	141871302	141871405	141871302	141871400	141880356	141880516
563	"Rxrb"	"Rxrb"	chr17	+	34036860	34036964	34036872	34036964	34036624	34036757
564	"Ngfrap1"	"Ngfrap1"	chrX	+	136271262	136271978	136271267	136271978	136270809	136270882
565	"Ngfrap1"	"Ngfrap1"	chrX	+	136271262	136271978	136271308	136271978	136270809	136270882
566	"Ngfrap1"	"Ngfrap1"	chrX	+	136271267	136271978	136271308	136271978	136270809	136270882
567	"Syt8"	"Syt8"	chr7	+	142438069	142438273	142438162	142438273	142434976	142435092
568	"Adrbk2"	"Adrbk2"	chr5	-	112969167	112969308	112969167	112969269	112973506	112973580
569	"Tank"	"Tank"	chr2	+	61626902	61627014	61626905	61627014	61613650	61613798
570	"Deaf1"	"Deaf1"	chr7	-	141301599	141301689	141301599	141301686	141310761	141311009
571	"Zfp790"	"Zfp790"	chr7	+	29822979	29823144	29823069	29823144	29816071	29816289
572	"Eno3"	"Eno3"	chr11	+	70657759	70657958	70657871	70657958	70657175	70657267
573	"Frem1"	"Frem1"	chr4	-	82991406	82991631	82991406	82991574	82992801	82992892
574	"Folr1"	"Folr1"	chr7	-	101868397	101868554	101868397	101868467	101869156	101869304
575	"Folr1"	"Folr1"	chr7	-	101868397	101868554	101868397	101868551	101869156	101869304
576	"Folr1"	"Folr1"	chr7	-	101868397	101868551	101868397	101868467	101869156	101869304
577	"Folr1"	"Folr1"	chr7	-	101869156	101869317	101869156	101869304	101870608	101870788
578	"Stx18"	"Stx18"	chr5	+	38136262	38137769	38136354	38137769	38135221	38135302
