"unique_NM","gene","code"
"NR_045454","B230119M05Rik",0
"NR_033532","B230206H07Rik",0
"NR_038027","B230208H11Rik",1
"NR_038028","B230208H11Rik",9
"NR_045727","B230209E15Rik",0
"NR_045281","B230214G05Rik",0
"NM_001242345","B230216G23Rik",0
"NR_037993","B230216N24Rik",0
"NM_001080935","B230217C12Rik",0
"NR_040316","B230217O12Rik",0
"NM_181278","B230219D22Rik",0
"NR_040745","B230312C02Rik",0
"NR_028382","B230319C09Rik",0
"NR_040765","B230323A14Rik",0
"NM_009735","B2m",11
"NR_030695","B330016D10Rik",0
"NM_020026","B3galnt1",0
"NM_178640","B3galnt2",1
"NM_020283","B3galt1",0
"NM_020025","B3galt2",0
"NM_019420","B3galt4",0
"NM_001122993","B3galt5",0
"NM_033149","B3galt5",0
"NM_080445","B3galt6",0
"NM_029792","B3gat1",0
"NM_172124","B3gat2",0
"NM_024256","B3gat3",0
"NM_001081204","B3glct",0
"NM_175383","B3gnt1",0
"NM_016888","B3gnt2",0
"NM_001169114","B3gnt2",0
"NM_028189","B3gnt3",0
"NM_198611","B3gnt4",0
"NM_001159407","B3gnt5",11
"NM_001159408","B3gnt5",91
"NM_054052","B3gnt5",99
"NM_001081167","B3gnt6",0
"NM_145222","B3gnt7",0
"NM_001036740","B3gnt8",9
"NM_146184","B3gnt8",4
"NM_178879","B3gnt9",9
"NM_001271915","B3gnt9",4
"NM_178664","B3gntl1",1
"NR_015457","B430010I23Rik",0
"NR_033214","B430212C06Rik",0
"NM_177083","B430306N03Rik",0
"NR_029474","B430319G15Rik",0
"NR_045166","B4galnt1",900
"NM_008080","B4galnt1",110
"NM_001244617","B4galnt1",0
"NM_027739","B4galnt1",110
"NM_001244618","B4galnt1",0
"NM_008081","B4galnt2",0
"NM_198884","B4galnt3",0
"NM_177897","B4galnt4",0
"NM_022305","B4galt1",1
"NM_001253381","B4galt2",29
"NR_045570","B4galt2",91
"NM_017377","B4galt2",99
"NM_020579","B4galt3",1
"NM_019804","B4galt4",9
"NM_001285793","B4galt4",3
"NM_019835","B4galt5",11
"NM_019737","B4galt6",0
"NM_146045","B4galt7",0
"NM_175312","B630005N14Rik",0
"NR_045448","B630019K06Rik",0
"NR_027959","B830017H08Rik",0
"NR_037588","B930003M22Rik",0
"NR_040706","B930018H19Rik",10
"NR_040705","B930025P03Rik",0
"NM_178699","B930041F14Rik",0
"NR_033340","B930059L03Rik",0
"NR_045334","B930092H01Rik",0
"NM_013717","B9d1",0
"NM_172148","B9d2",0
"NM_080640","Baalc",0
"NM_007519","Baat",1
"NM_026636","Babam1",0
"NM_001145947","Bace1",9
"NM_011792","Bace1",1
"NM_019517","Bace2",1
"NM_007520","Bach1",1
"NM_001109661","Bach2",0
"NR_026843","Bach2os",0
"NM_007522","Bad",0
"NM_001285453","Bad",0
"NM_009736","Bag1",111
"NM_001171739","Bag1",111
"NM_145392","Bag2",1
"NM_013863","Bag3",0
"NM_026121","Bag4",0
"NM_027404","Bag5",0
"NM_001252468","Bag6",991
"NM_057171","Bag6",191
"NM_001252469","Bag6",919
"NM_198423","Bahcc1",0
"NM_001045523","Bahd1",0
"NM_174991","Bai1",11
"NM_001290714","Bai2",191909
"NM_001199696","Bai2",11090
"NM_173071","Bai2",1111
"NM_001290715","Bai2",11110
"NM_175642","Bai3",0
"NM_130862","Baiap2",2101
"NM_001037755","Baiap2",2111
"NM_001037754","Baiap2",9101
"NM_025833","Baiap2l1",11
"NM_177580","Baiap2l2",0
"NM_001163270","Baiap3",0
"NM_007523","Bak1",0
"NM_026505","Bambi",0
"NR_027919","Bambi-ps1",0
"NR_104482","Banf1",90
"NM_001286608","Banf1",300
"NM_011793","Banf1",910
"NM_001038231","Banf1",1
"NM_001044750","Banf2",9
"NM_207275","Banf2",1
"NM_001033350","Bank1",0
"NM_016812","Banp",111
"NM_001285981","Banp",119
"NM_001110100","Banp",111
"NM_001285983","Banp",119
"NM_027088","Bap1",1
"NM_007525","Bard1",0
"NM_001164186","Barhl1",0
"NM_019446","Barhl1",0
"NM_001005477","Barhl2",0
"NM_007526","Barx1",0
"NM_013800","Barx2",0
"NM_027395","Basp1",0
"NM_016767","Batf",0
"NM_028967","Batf2",0
"NM_030060","Batf3",0
"NM_007527","Bax",0
"NM_013815","Baz1a",1
"NM_011714","Baz1b",1
"NM_054078","Baz2a",0
"NM_001001182","Baz2b",1
"NR_037972","BB014433",0
"NR_033565","BB019430",0
"NR_028391","BB031773",0
"NR_027893","BB123696",0
"NR_038124","BB283400",0
"NM_001177573_1","BB287469",0
"NM_001177573","BB287469",0
"NR_040356","BB557941",0
"NM_133234","Bbc3",0
"NM_001195338","Bbip1",3
"NM_001195348","Bbip1",9
"NM_130452","Bbox1",0
"NM_001033128","Bbs1",0
"NM_027914","Bbs10",0
"NM_001255992","Bbs12",0
"NM_001008502","Bbs12",0
"NM_026116","Bbs2",0
"NM_175325","Bbs4",0
"NM_028284","Bbs5",0
"NM_027810","Bbs7",0
"NM_178415","Bbs9",1
"NM_181316","Bbs9",9
"NM_027444","Bbx",1
"NR_002445","BC002163",0
"NR_002445_1","BC002163",0
"NM_001077237","BC003331",9
"NM_145511","BC003331",1
"NM_183150","BC003965",0
"NM_030561","BC004004",1
"NM_024473","BC005537",11
"NM_001166581","BC005561",0
"NM_144885","BC005624",1
"NM_001170935","BC005764",9
"NM_181681","BC005764",9
"NR_033210","BC005764",4
"NR_024085","BC006965",0
"NM_145389","BC016579",0
"NM_145590","BC017158",1
"NM_001252550","BC017643",303910
"NM_001252548","BC017643",930111
"NM_001252549","BC017643",99111
"NM_144832","BC017643",303111
"NM_001254735","BC017643",111
"NM_001290299","BC018242",3
"NM_144935","BC018242",9
"NR_003364","BC018473",0
"NM_144837","BC018507",1
"NR_033219","BC020402",0
"NM_144869","BC021614",1
"NR_033629","BC021767",0
"NM_001113388","BC021785",0
"NM_001001489","BC021785",9
"NM_001113385","BC021785",2
"NM_145608","BC021891",0
"NM_145450","BC022687",0
"NM_001033328","BC023829",0
"NM_001142968","BC024139",11
"NR_015583","BC024386",0
"NM_001290511","BC024978",9
"NM_001290513","BC024978",0
"NM_001243888","BC024978",2
"NR_030677","BC025920",0
"NM_001033284","BC026585",10
"NM_146082","BC027072",0
"NM_145972","BC027231",0
"NM_153513","BC028528",0
"NM_153557","BC029214",0
"NR_015528","BC029722",0
"NM_001003910","BC030307",19
"NM_001003939","BC030307",1
"NM_153595","BC030307",0
"NM_001164580","BC030336",0
"NM_001287206","BC030499",1
"NM_173411","BC030500",0
"NM_153544","BC030867",0
"NR_033217","BC030870",0
"NM_001001181","BC031181",0
"NR_033221","BC031361",0
"NR_040470","BC033916",0
"NM_001254946","BC035044",0
"NM_001254947","BC035044",0
"NR_028266","BC037032",0
"NM_153161","BC037034",1
"NR_045645","BC037704",0
"NR_033220","BC039771",0
"NR_040670","BC039966",0
"NM_173022","BC048403",0
"NM_177631","BC048502",0
"NM_001001185","BC048507",0
"NM_001001179","BC048546",0
"NM_001004192","BC048562",0
"NR_045280","BC048602",0
"NM_001111317","BC048609",0
"NM_001033485","BC048644",0
"NM_177738","BC048671",0
"NM_001193274","BC048679",2
"NM_183143","BC048679",9
"NM_001198971","BC049352",0
"NM_177785","BC049635",0
"NM_178776","BC049715",0
"NM_199150","BC049730",0
"NM_177567","BC049762",0
"NM_001040700","BC051019",0
"NM_001001177","BC051142",44210001
"NM_001163855","BC051142",99991101
"NR_045146","BC051226",0
"NR_046183","BC051537",0
"NM_199312","BC051628",0
"NM_199148","BC051665",0
"NM_207264","BC052040",919
"NM_001145898","BC052040",291
"NR_028430","BC052688",0
"NM_001025435","BC053393",0
"NM_183321","BC053749",1
"NM_183182","BC055111",0
"NM_201364","BC055324",0
"NR_037990","BC055402",0
"NM_001001334","BC061194",0
"NR_105038","BC061195",0
"NR_105038_1","BC061195",0
"NM_198667","BC061212",0
"NM_198667_1","BC061212",0
"NM_198667_2","BC061212",0
"NM_198677","BC061237",0
"NR_015455","BC064078",1
"NR_033324","BC065397",11
"NM_207203","BC068157",0
"NM_173416","BC068281",0
"NM_001170858","BC068281",0
"NM_001007579","BC080695",0
"NM_175033","BC089491",0
"NM_145424","BC089597",0
"NM_001024721","BC094916",0
"NR_038088_1","Bc1",0
"NR_038088","Bc1",0
"NM_021440","BC100451",0
"NM_001082546","BC100530",0
"NM_001256180","BC107364",1
"NM_001256181","BC107364",9
"NM_001001332","BC117090",0
"NM_001037925","BC147527",0
"NM_020486","Bcam",1
"NM_007529","Bcan",0
"NM_001109758","Bcan",0
"NM_007530","Bcap29",10
"NM_001164090","Bcap29",11
"NM_012060","Bcap31",0
"NM_001198839","Bcar1",0
"NM_009954","Bcar1",0
"NM_013867","Bcar3",0
"NM_029815","Bcas1",1
"NM_001164369","Bcas1",9
"NR_040610","Bcas1os2",0
"NM_026602","Bcas2",1
"NM_138681","Bcas3",111
"NM_001166643","Bcas3",199
"NM_001166642","Bcas3",119
"NR_045875","Bcas3os1",0
"NR_046194","Bcas3os2",0
"NM_007532","Bcat1",1
"NM_001024468","Bcat1",0
"NM_009737","Bcat2",11
"NM_001243052","Bcat2",1
"NM_001243053","Bcat2",1
"NM_025392","Bccip",0
"NM_029236","Bcdin3d",0
"NM_009738","Bche",0
"NM_007533","Bckdha",0
"NM_199195","Bckdhb",0
"NM_009739","Bckdk",0
"NM_009740","Bcl10",0
"NM_001159289","Bcl11a",90
"NM_016707","Bcl11a",30
"NM_001242934","Bcl11a",1
"NM_001159290","Bcl11a",90
"NM_001286343","Bcl11b",9
"NM_001079883","Bcl11b",10
"NM_021399","Bcl11b",91
"NM_009741","Bcl2",0
"NM_177410","Bcl2",0
"NM_009742","Bcl2a1a",0
"NM_007534","Bcl2a1b",0
"NM_007535","Bcl2a1c",0
"NM_007536","Bcl2a1d",0
"NM_001289739","Bcl2l1",3
"NM_001289717","Bcl2l1",9
"NM_009743","Bcl2l1",0
"NM_001289716","Bcl2l1",3
"NM_013479","Bcl2l10",0
"NM_207680","Bcl2l11",430
"NM_207681","Bcl2l11",991
"NM_009754","Bcl2l11",99
"NM_001291016","Bcl2l11",900
"NM_001284410","Bcl2l11",900
"NM_029410","Bcl2l12",1
"NM_153516","Bcl2l13",111
"NM_025778","Bcl2l14",1
"NM_001142959","Bcl2l15",0
"NM_001142960","Bcl2l15",0
"NM_007537","Bcl2l2",0
"NM_033601","Bcl3",1
"NM_009744","Bcl6",111
"NM_007528","Bcl6b",0
"NM_029850","Bcl7a",0
"NM_009745","Bcl7b",0
"NM_009746","Bcl7c",0
"NM_029933","Bcl9",0
"NM_030256","Bcl9l",1
"NM_001025393","Bclaf1",9
"NM_153787","Bclaf1",1
"NM_001025392","Bclaf1",1
"NM_021486","Bcmo1",9
"NM_001163028","Bcmo1",1
"NM_133217","Bco2",0
"NM_001168321","Bcor",99
"NM_029510","Bcor",21
"NM_175044","Bcor",29
"NM_175045","Bcor",91
"NM_175046","Bcor",99
"NM_178782","Bcorl1",1
"NM_001081412","Bcr",1
"NM_025784","Bcs1l",1
"NM_175177","Bdh1",1
"NM_001122683","Bdh1",1
"NM_001172055","Bdh2",2
"NM_027208","Bdh2",9
"NM_007539","Bdkrb1",0
"NM_009747","Bdkrb2",0
"NM_007540","Bdnf",0
"NM_001285418","Bdnf",909
"NM_001285416","Bdnf",390
"NM_001048139","Bdnf",33
"NM_001285419","Bdnf",0
"NM_001048141","Bdnf",0
"NM_001285420","Bdnf",0
"NM_001048142","Bdnf",0
"NM_001285417","Bdnf",0
"NM_001285421","Bdnf",0
"NM_001285422","Bdnf",0
"NM_001081061","Bdp1",0
"NM_001141925","Bean1",91
"NM_001141924","Bean1",919
"NM_001141922","Bean1",101
"NM_019584","Becn1",11
"NM_001290692","Becn2",0
"NM_001163175","Begain",0
"NM_199028","Bend3",0
"NM_001164806","Bend4",0
"NM_026279","Bend5",9
"NR_033793","Bend5",2
"NM_177235","Bend6",1
"NM_001190400","Bend7",0
"NM_178663","Bend7",0
"NM_011913","Best1",0
"NM_001130194","Best2",0
"NR_052011","Best2",0
"NM_001007583","Best3",0
"NM_009748","Bet1",0
"NM_018742","Bet1l",1
"NM_009052","Bex1",0
"NM_009749","Bex2",0
"NM_212457","Bex4",0
"NM_001033539","Bex6",0
"NM_001177552","Bfar",9
"NM_025976","Bfar",10
"NM_009751","Bfsp1",9
"NM_001291061","Bfsp1",2
"NM_001002896","Bfsp2",0
"NM_007541","Bglap",9
"NM_001037939","Bglap",4
"NM_001032298","Bglap2",0
"NM_031368","Bglap3",0
"NM_007542","Bgn",0
"NM_010800","Bhlha15",0
"NM_177182","Bhlha9",0
"NM_001098222","Bhlhb9",0
"NM_198161","Bhlhb9",0
"NM_021560","Bhlhe22",0
"NM_080641","Bhlhe23",0
"NM_011498","Bhlhe40",0
"NM_024469","Bhlhe41",91
"NM_001271768","Bhlhe41",20
"NM_016668","Bhmt",1
"NM_022884","Bhmt2",0
"NM_031397","Bicc1",0
"NM_001112796","Bicd1",91
"NM_009753","Bicd1",11
"NM_001039180","Bicd2",99
"NM_001039179","Bicd2",44
"NM_029791","Bicd2",94
"NM_007544","Bid",0
"NM_007546","Bik",0
"NM_009668","Bin1",1000
"NM_001083334","Bin1",9010
"NM_001270537","Bin2",0
"NM_021328","Bin3",11
"NM_007465","Birc2",10101
"NM_007464","Birc3",100101001
"NM_009689","Birc5",90
"NM_001012273","Birc5",41
"NM_007566","Birc6",1
"NM_001163247","Birc7",0
"NM_144558","Bivm",0
"NM_016916","Blcap",0
"NM_007549","Blk",11
"NM_007550","Blm",0
"NM_001042527","Blm",0
"NM_178645","Blmh",1
"NM_008528","Blnk",11
"NM_015740","Bloc1s1",0
"NM_028607","Bloc1s2",0
"NM_177692","Bloc1s3",0
"NM_133724","Bloc1s4",0
"NM_139063","Bloc1s5",0
"NM_019788","Bloc1s6",0
"NM_026678","Blvra",0
"NM_144923","Blvrb",0
"NM_001290525","Blvrb",0
"NM_025505","Blzf1",91
"NM_001160208","Blzf1",99
"NM_001160209","Blzf1",49
"NM_138313","Bmf",0
"NM_007552","Bmi1",1
"NR_033241","Bmp1",22
"NM_009755","Bmp1",99
"NM_009756","Bmp10",0
"NM_009757","Bmp15",0
"NM_007553","Bmp2",0
"NM_080708","Bmp2k",10
"NM_173404","Bmp3",0
"NM_007554","Bmp4",0
"NM_007555","Bmp5",0
"NM_007556","Bmp6",0
"NM_007557","Bmp7",110
"NM_001256019","Bmp8a",3
"NM_007558","Bmp8a",9
"NM_007559","Bmp8b",0
"NM_028472","Bmper",0
"NM_009758","Bmpr1a",0
"NM_001277216","Bmpr1b",0
"NM_001277218","Bmpr1b",9
"NM_007560","Bmpr1b",0
"NM_001277220","Bmpr1b",1
"NM_001277217","Bmpr1b",0
"NM_007561","Bmpr2",0
"NM_194339","Bms1",0
"NM_009759","Bmx",1
"NM_023326","Bmyc",0
"NM_007562","Bnc1",0
"NM_172870","Bnc2",0
"NM_172149","Bnip1",1
"NM_001008238","Bnip2",91
"NM_016787","Bnip2",11
"NM_009760","Bnip3",1
"NM_009761","Bnip3l",0
"NM_001168356","Bnipl",99
"NM_134253","Bnipl",11
"NM_172506","Boc",0
"NM_001024919","Bod1",1
"NM_001081422","Bod1l",1
"NM_016778","Bok",0
"NM_026975","Bola1",0
"NM_175103","Bola2",0
"NM_175277","Bola3",0
"NM_029267","Boll",0
"NM_001113367","Boll",0
"NM_013481","Bop1",0
"NM_175265","Bora",1
"NM_007563","Bpgm",0
"NM_026512","Bphl",0
"NM_177850","Bpi",0
"NM_011126","Bpifa1",1
"NM_008953","Bpifa2",0
"NM_001291079","Bpifa3",0
"NM_028528","Bpifa3",0
"NM_025990","Bpifa5",0
"NM_001080811","Bpifa6",0
"NM_001012392","Bpifb1",0
"NM_153418","Bpifb1",0
"NM_025631","Bpifb2",1
"NM_194357","Bpifb3",11
"NM_001034875","Bpifb4",0
"NM_144890","Bpifb5",1
"NM_199303","Bpifb6",0
"NM_175167","Bpifb9a",1
"NM_001025574","Bpifb9b",0
"NM_177772","Bpifc",1
"NM_011794","Bpnt1",1
"NM_176850","Bptf",11
"NM_139294","Braf",11
"NM_001289543","Brap",9
"NM_028227","Brap",1
"NM_001289544","Brap",1
"NR_074085","Brat1",9
"NM_181066","Brat1",1
"NM_001276287","Brat1",1
"NM_009764","Brca1",11
"NM_009765","Brca2",91
"NM_001081001","Brca2",31
"NM_001166459","Brcc3",1
"NM_145956","Brcc3",1
"NM_001166457","Brcc3",1
"NM_001033274","Brd1",0
"NM_001204973","Brd2",91
"NM_010238","Brd2",91
"NR_037970","Brd2",11
"NM_001113573","Brd3",9
"NM_001113574","Brd3",1
"NM_023336","Brd3",9
"NM_001286630","Brd4",301
"NM_020508","Brd4",909
"NM_198094","Brd4",910
"NM_012047","Brd7",1
"NM_001289607","Brd8",10011019
"NM_001289606","Brd8",90011011
"NM_030147","Brd8",10011011
"NM_001024508","Brd9",1
"NM_054054","Brdt",1
"NM_001079873","Brdt",0
"NM_181281","Bre",99
"NM_181282","Bre",919
"NM_181279","Bre",101
"NM_144541","Bre",0
"NM_181280","Bre",109
"NM_028193","Brf1",0
"NM_025686","Brf2",0
"NM_001163709","Bri3",0
"NM_018772","Bri3",0
"NM_029752","Bri3bp",0
"NM_175682","Bricd5",0
"NM_019967","Brinp1",0
"NM_207583","Brinp2",0
"NM_153539","Brinp3",0
"NM_001145807","Brinp3",0
"NM_178309","Brip1",0
"NM_026396","Brix1",0
"NM_133937","Brk1",0
"NM_134155","Brms1",0
"NM_001037756","Brms1l",1
"NM_027861","Brox",11
"NM_030178","Brpf1",4990
"NM_001282127","Brpf1",9990
"NM_001282128","Brpf1",9330
"NM_001282126","Brpf1",4391
"NM_001081315","Brpf3",1100
"NM_009766","Brs3",0
"NM_001168572","Brsk1",0
"NM_001003920","Brsk1",0
"NM_001009930","Brsk2",90
"NM_029426","Brsk2",99
"NM_001276763","Brsk2",19
"NM_001009929","Brsk2",91
"NM_145125","Brwd1",11
"NM_001103179","Brwd1",11
"NM_176928","Brwd1",0
"NM_001081477","Brwd3",0
"NM_001136064","Bscl2",1
"NM_008144","Bscl2",1
"NM_001290823","Bscl2",1
"NM_133889","Bsdc1",0
"NM_001077184","Bsg",9
"NM_009768","Bsg",1
"NM_007567","Bsn",0
"NM_080458","Bsnd",0
"NM_001033418","Bsph1",0
"NM_001080942","Bsph2",0
"NM_138653","Bspry",11
"NM_009763","Bst1",0
"NM_198095","Bst2",1
"NM_178245","Bsx",0
"NM_001080706","Btaf1",1
"NM_146193","Btbd1",0
"NM_133700","Btbd10",1001
"NM_028709","Btbd11",0
"NM_001017525","Btbd11",0
"NM_001081038","Btbd16",0
"NM_028055","Btbd17",0
"NM_001145100","Btbd18",0
"NR_024078","Btbd19",1
"NM_145361","Btbd2",0
"NM_001025431","Btbd3",0
"NM_145534","Btbd3",1
"NM_001145900","Btbd6",0
"NM_201646","Btbd6",0
"NM_172806","Btbd7",11
"NM_001255991","Btbd8",1
"NM_172618","Btbd9",9
"NM_027060","Btbd9",4
"NM_007568","Btc",1
"NM_025295","Btd",1
"NM_145455","Btf3",1
"NM_001170540","Btf3",1
"NM_027453","Btf3l4",1
"NM_007569","Btg1",0
"NM_007570","Btg2",0
"NM_009770","Btg3",0
"NM_019493","Btg4",0
"NM_013482","Btk",0
"NM_001037719","Btla",0
"NM_177584","Btla",0
"NM_013483","Btn1a1",0
"NM_001289614","Btn2a2",39
"NM_001289615","Btn2a2",91
"NM_175938","Btn2a2",31
"NM_001111094","Btnl1",1
"NM_138678","Btnl10",0
"NM_079835","Btnl2",1
"NM_030746","Btnl4",0
"NR_004051","Btnl5-ps",1
"NM_030747","Btnl6",1
"NM_172793","Btnl9",0
"NM_001286466","Btrc",291110
"NM_001037758","Btrc",211111
"NM_001286465","Btrc",911111
"NM_009771","Btrc",210911
"NM_009772","Bub1",0
"NM_001113179","Bub1",0
"NM_009773","Bub1b",0
"NM_009774","Bub3",1
"NM_146000","Bud13",0
"NM_001008705","Bud31",0
"NM_024285","Bves",0
"NM_016859","Bysl",0
"NM_172449","Bzrap1",11111
"NM_025824","Bzw1",1
"NM_025840","Bzw2",0
"NM_145472","C030006K11Rik",91
"NM_176828","C030006K11Rik",30
"NR_040482","C030007H22Rik",0
"NR_077216","C030013G03Rik",0
"NR_077217","C030013G03Rik",0
"NR_027987","C030016D13Rik",0
"NR_045412","C030018K13Rik",0
"NR_045411","C030018K13Rik",0
"NR_045413","C030018K13Rik",0
"NR_033502","C030023E24Rik",0
"NR_102277","C030029H02Rik",0
"NR_026848","C030034I22Rik",0
"NR_015499","C030034L19Rik",0
"NR_038058","C030037D09Rik",1
"NM_198417","C030039L03Rik",0
"NM_001112731","C030039L03Rik",0
"NM_001081319","C030046E11Rik",1
"NR_046275","C130021I20Rik",0
"NM_175219","C130026I21Rik",1
"NM_001037909","C130026I21Rik",9
"NR_015546","C130026L21Rik",0
"NR_046212","C130030K03Rik",0
"NR_015507","C130036L24Rik",0
"NR_102388","C130046K22Rik",0
"NR_102389","C130046K22Rik",0
"NR_102396","C130046K22Rik",0
"NM_177000","C130050O18Rik",0
"NR_045355","C130060C02Rik",0
"NM_175524","C130060K24Rik",0
"NR_015561","C130071C03Rik",0
"NM_178692","C130074G19Rik",0
"NM_177661","C130079G13Rik",0
"NR_028422","C130080G10Rik",0
"NR_040717","C130083M11Rik",0
"NM_020558","C1d",0
"NM_052993","C1galt1",0
"NM_021550","C1galt1c1",0
"NM_007572","C1qa",0
"NM_009777","C1qb",0
"NM_007573","C1qbp",0
"NM_007574","C1qc",0
"NM_011795","C1ql1",0
"NM_207233","C1ql2",0
"NM_153155","C1ql3",0
"NM_001024702","C1ql4",0
"NM_001204129","C1qtnf1",0
"NM_019959","C1qtnf1",0
"NM_001204130","C1qtnf1",0
"NM_026979","C1qtnf2",0
"NM_030888","C1qtnf3",0
"NM_001204134","C1qtnf3",0
"NM_026161","C1qtnf4",0
"NM_001190313","C1qtnf5",9
"NM_145613","C1qtnf5",3
"NM_001040631","C1qtnf5",0
"NM_001040632","C1qtnf5",0
"NM_001190319","C1qtnf5",0
"NM_001204152","C1qtnf6",991
"NM_001204153","C1qtnf6",99
"NM_028331","C1qtnf6",420
"NM_001135172","C1qtnf7",0
"NM_175425","C1qtnf7",0
"NM_183175","C1qtnf9",0
"NM_023143","C1ra",0
"NM_001113356","C1rb",0
"NM_181344","C1rl",0
"NM_144938","C1s1",0
"NM_001097617","C1s1",0
"NM_173864","C1s2",0
"NM_013484","C2",0
"NR_030706","C230004F18Rik",0
"NR_046171","C230024C17Rik",0
"NR_110482","C230029M16",0
"NR_015492","C230035I16Rik",0
"NR_077233","C230037L18Rik",0
"NM_178643","C230052I12Rik",0
"NR_040459","C230079O03Rik",0
"NR_015479","C230091D08Rik",0
"NM_174847","C2cd2",1
"NM_027909","C2cd2l",0
"NM_001017985","C2cd3",0
"NM_001163143","C2cd4a",0
"NM_001081314","C2cd4b",0
"NM_198614","C2cd4c",0
"NM_001168624","C2cd4c",0
"NM_001136117","C2cd4d",0
"NM_001286578","C2cd5",191
"NM_029081","C2cd5",111
"NM_001109688","C2cd5",910
"NM_029897","C2cd5",911
"NM_009778","C3",111
"NM_001256522","C330006A16Rik",0
"NM_001256521","C330006A16Rik",0
"NM_029951","C330007P06Rik",0
"NR_046166","C330011F03Rik",0
"NR_045701","C330013E15Rik",0
"NR_045455","C330013F16Rik",0
"NR_045456","C330013F16Rik",0
"NM_029909","C330018D20Rik",0
"NM_001024728","C330021F23Rik",0
"NR_045717","C330022C24Rik",0
"NR_046016","C330024C12Rik",0
"NR_015582","C330024D21Rik",0
"NR_110363","C330024D21Rik",0
"NM_172616","C330027C09Rik",0
"NR_040658","C330046G13Rik",0
"NM_009779","C3ar1",0
"NR_040385","C430002E04Rik",0
"NR_102296","C430002N11Rik",2191
"NR_102295","C430002N11Rik",90999
"NR_102293","C430002N11Rik",9119
"NR_102294","C430002N11Rik",30099
"NR_038184","C430049B03Rik",3
"NR_038185","C430049B03Rik",9
"NM_011413","C4a",0
"NM_009780","C4b",0
"NM_007576","C4bp",11
"NR_028304","C4bp-ps1",0
"NR_029450","C530005A16Rik",0
"NM_001163793","C530008M17Rik",0
"NR_045984","C530044C16Rik",0
"NM_007577","C5ar1",0
"NM_001173550","C5ar1",0
"NM_176912","C5ar2",0
"NM_001146005","C5ar2",0
"NM_016704","C6",0
"NR_040668","C630028M04Rik",0
"NR_046080","C630031E19Rik",0
"NR_027923","C630043F03Rik",0
"NM_001243837","C7",0
"NR_045778","C730002L08Rik",0
"NR_038040","C730027H18Rik",0
"NR_038011","C730036E19Rik",0
"NM_001285865","C77080",1
"NM_001285866","C77080",1
"NM_001033189","C77080",1
"NM_001285867","C77080",1
"NM_001077354","C77370",0
"NM_001033192","C78339",0
"NR_015609","C86187",0
"NM_001081662","C86695",0
"NR_046002","C87198",92
"NR_046003","C87198",29
"NM_001164285","C87414",0
"NM_001164284","C87414",0
"NM_146170","C87436",2
"NM_001243742","C87436",92
"NM_001243741","C87436",39
"NM_198663","C87499",1
"NR_027385","C87499",9
"NM_001177542","C87977",0
"NM_146148","C8a",1
"NM_001290645","C8a",0
"NM_133882","C8b",0
"NM_027062","C8g",0
"NM_001271777","C8g",0
"NM_013485","C9",0
"NR_040401","C920006O11Rik",0
"NR_015465","C920009B18Rik",0
"NR_040446","C920021L13Rik",0
"NM_001271005","C920025E04Rik",0
"NM_026368","Caap1",1
"NM_133781","Cab39",1
"NM_026908","Cab39l",1
"NM_172549","Cabin1",1
"NM_022021","Cables1",9
"NM_001146287","Cables1",1
"NM_145851","Cables2",1
"NM_013879","Cabp1",0
"NM_001160253","Cabp2",0
"NM_001160252","Cabp2",9
"NM_013878","Cabp2",1
"NM_144532","Cabp4",0
"NM_013877","Cabp5",0
"NM_138948","Cabp7",0
"NM_027631","Cabs1",0
"NM_181731","Cabyr",900200
"NM_027687","Cabyr",302019
"NM_001042419","Cabyr",90900
"NM_001042420","Cabyr",99
"NM_001042418","Cabyr",39091
"NM_001243240","Cacfd1",0
"NM_001243239","Cacfd1",0
"NM_029862","Cacfd1",1
"NM_198037","Cachd1",0
"NM_001252059","Cacna1a",411
"NM_001252061","Cacna1a",11
"NM_007578","Cacna1a",411
"NM_001252060","Cacna1a",911
"NM_001042528","Cacna1b",11011100
"NM_007579","Cacna1b",1001900
"NM_001159534","Cacna1c",9911000
"NM_001290335","Cacna1c",190199
"NM_001256001","Cacna1c",100191
"NM_001159533","Cacna1c",9911010
"NM_001255998","Cacna1c",9101011
"NM_001256000","Cacna1c",100191
"NM_009781","Cacna1c",9911010
"NM_001159535","Cacna1c",9911000
"NM_001256002","Cacna1c",3110100
"NM_001255999","Cacna1c",9901011
"NM_001255997","Cacna1c",9901001
"NM_028981","Cacna1d",11
"NM_001083616","Cacna1d",11
"NM_009782","Cacna1e",11
"NM_019582","Cacna1f",1
"NM_001112813","Cacna1g",3219
"NM_001177888","Cacna1g",9219
"NM_001177890","Cacna1g",9919
"NM_009783","Cacna1g",3211
"NM_021415","Cacna1h",2
"NM_001163691","Cacna1h",9
"NM_001044308","Cacna1i",1
"NM_001081023","Cacna1s",1
"NM_014193","Cacna1s",9
"NM_001110845","Cacna2d1",901
"NM_001110843","Cacna2d1",19
"NM_009784","Cacna2d1",299
"NM_001110846","Cacna2d1",909
"NM_001110844","Cacna2d1",291
"NM_001174047","Cacna2d2",1
"NM_001174049","Cacna2d2",9
"NM_020263","Cacna2d2",1
"NM_001174050","Cacna2d2",9
"NM_001174048","Cacna2d2",9
"NM_009785","Cacna2d3",1
"NM_001033382","Cacna2d4",0
"NM_001282977","Cacnb1",1000
"NM_145121","Cacnb1",10
