ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1131	"B4GALT3"	"B4GALT3"	chr1	-	161175807	161176095	161175807	161176074	161176433	161176579
1132	"B4GALT3"	"B4GALT3"	chr1	-	161176433	161176579	161176433	161176508	161177422	161177968
1133	"GGT5"	"GGT5"	chr22	-	24232050	24232208	24232050	24232204	24232822	24233018
1134	"GGT5"	"GGT5"	chr22	-	24225244	24225414	24225244	24225411	24225545	24225652
1135	"BTN2A2"	"BTN2A2"	chr6	+	26392221	26394872	26392374	26394872	26390802	26390829
1136	"BTN2A2"	"BTN2A2"	chr6	+	26392374	26394872	26394297	26394872	26390802	26390829
1137	"BTN2A2"	"BTN2A2"	chr6	+	26392221	26394872	26394297	26394872	26390802	26390829
1138	"IDH3G"	"IDH3G"	chrX	-	153785765	153786272	153785765	153785973	153786354	153786449
1139	"ZNF746"	"ZNF746"	chr7	-	149472792	149475483	149472792	149475480	149476921	149477047
1140	"ATP1A3"	"ATP1A3"	chr19	-	41988475	41988601	41988475	41988562	41994070	41994276
1141	"TMEM106A"	"TMEM106A"	chr17	+	43212204	43212394	43212226	43212394	43211826	43211922
1142	"POLR1B"	"POLR1B"	chr2	+	112547011	112547179	112547082	112547179	112541914	112542671
1143	"KLK15"	"KLK15"	chr19	-	50827661	50827815	50827661	50827812	50831449	50831523
1144	"MXD1"	"MXD1"	chr2	+	69938096	69942944	69938099	69942944	69937234	69937394
1145	"DGKZ"	"DGKZ"	chr11	+	46368001	46368079	46368004	46368079	46367651	46367747
1146	"DGKZ"	"DGKZ"	chr11	+	46367651	46367747	46367654	46367747	46367290	46367399
1147	"DGKZ"	"DGKZ"	chr11	+	46379453	46379568	46379468	46379568	46379202	46379236
1148	"KIAA1683"	"KIAA1683"	chr19	-	18264923	18267565	18264923	18267526	18269465	18269587
1149	"BAZ2B"	"BAZ2B"	chr2	-	159448241	159448409	159448241	159448403	159453612	159453801
1150	"GPR35"	"GPR35"	chr2	+	240617089	240617393	240617203	240617393	240616387	240616511
1151	"LRMP"	"LRMP"	chr12	+	25063719	25063816	25063722	25063816	25062819	25062900
1152	"NR6A1"	"NR6A1"	chr9	-	124554327	124554570	124554327	124554558	124733307	124733349
1153	"NR6A1"	"NR6A1"	chr9	-	124538091	124538319	124538091	124538316	124540032	124540187
1154	"TTC21A"	"TTC21A"	chr3	+	39128330	39128488	39128333	39128488	39126260	39126390
1155	"SYCP3"	"SYCP3"	chr12	-	101737802	101737952	101737802	101737948	101739350	101739472
1156	"TLK2"	"TLK2"	chr17	+	62481120	62481206	62481123	62481206	62479024	62479290
1157	"ZNF714"	"ZNF714"	chr19	+	21098811	21098910	21098814	21098910	21098184	21098311
1158	"CDHR5"	"CDHR5"	chr11	-	618598	619180	618598	619162	619305	619390
1159	"CDHR5"	"CDHR5"	chr11	-	148497	149079	148497	149061	149204	149289
1160	"TOMM40"	"TOMM40"	chr19	+	44891406	44891689	44891409	44891689	44891219	44891314
1161	"BTN3A2"	"BTN3A2"	chr6	+	26375514	26378320	26375796	26378320	26374770	26374798
1162	"BTN3A2"	"BTN3A2"	chr6	+	26375796	26378320	26376528	26378320	26374770	26374798
1163	"BTN3A2"	"BTN3A2"	chr6	+	26375514	26378320	26376528	26378320	26374770	26374798
1164	"BTN3A2"	"BTN3A2"	chr6	+	26367974	26368050	26367989	26368050	26365158	26365352
1165	"CELF1"	"CELF1"	chr11	-	47465936	47470889	47465936	47468891	47472190	47472357
1166	"CELF1"	"CELF1"	chr11	-	47465936	47472102	47465936	47468891	47472190	47472357
1167	"CELF1"	"CELF1"	chr11	-	47465936	47472102	47465936	47470889	47472190	47472357
1168	"CELF1"	"CELF1"	chr11	-	47484388	47484523	47484388	47484520	47486749	47486798
1169	"CELF1"	"CELF1"	chr11	-	47476845	47476959	47476845	47476956	47477296	47477425
1170	"CELF1"	"CELF1"	chr11	-	47478876	47478952	47478876	47478940	47482694	47482856
1171	"WFS1"	"WFS1"	chr4	+	6277450	6277687	6277454	6277687	6269849	6270014
1172	"ARPC3"	"ARPC3"	chr12	-	110436109	110436204	110436109	110436201	110436556	110436683
1173	"HERPUD1"	"HERPUD1"	chr16	+	56935400	56935475	56935403	56935475	56935234	56935312
1174	"TMEM134"	"TMEM134"	chr11	-	67464347	67464696	67464347	67464661	67464802	67464856
1175	"TMEM134"	"TMEM134"	chr11	-	67467500	67467590	67467500	67467563	67468016	67468092
1176	"TMEM134"	"TMEM134"	chr11	-	67467500	67467590	67467500	67467563	67468027	67468092
1177	"TMEM134"	"TMEM134"	chr11	-	67465055	67465267	67465055	67465100	67467311	67467388
1178	"GCH1"	"GCH1"	chr14	-	54842005	54844143	54842005	54843054	54845767	54845852
1179	"LOC102724201"	"LOC102724201"	chr6	+	84694909	84695108	84695055	84695108	84689457	84689561
1180	"NR3C1"	"NR3C1"	chr5	-	143277930	143282041	143277930	143279411	143282567	143282725
1181	"E2F3"	"E2F3"	chr6	+	20481205	20481425	20481223	20481425	20479845	20479957
1182	"ELF1"	"ELF1"	chr13	-	40949805	40949973	40949805	40949901	40951328	40951436
1183	"ZMYND8"	"ZMYND8"	chr20	-	47298728	47298947	47298728	47298872	47310055	47310204
1184	"ZNF518A"	"ZNF518A"	chr10	+	96133555	96133648	96133582	96133648	96132585	96132670
1185	"ZNF518A"	"ZNF518A"	chr10	+	96156196	96163761	96157889	96163761	96155923	96156047
1186	"FLT3LG"	"FLT3LG"	chr19	+	49475673	49475801	49475690	49475801	49474602	49474672
1187	"FLT3LG"	"FLT3LG"	chr19	+	49485963	49486231	49486014	49486231	49480551	49480620
1188	"FLT3LG"	"FLT3LG"	chr19	+	49476116	49476198	49476144	49476198	49475690	49475801
1189	"OTOF"	"OTOF"	chr2	-	26472518	26472649	26472518	26472589	26473131	26473294
1190	"SLC12A2"	"SLC12A2"	chr5	+	128184722	128184856	128184788	128184856	128184365	128184501
1191	"SPIN2B"	"SPIN2B"	chrX	-	57119681	57120634	57119681	57120631	57121292	57121546
1192	"ZBED1"	"ZBED1"	chrX	-	2486413	2490772	2486413	2490769	2500816	2500967
1193	"CYB5R2"	"CYB5R2"	chr11	-	7666450	7666550	7666450	7666546	7667727	7667813
1194	"FST"	"FST"	chr5	+	53485686	53486474	53485950	53486474	53484996	53485227
1195	"PCA3"	"PCA3"	chr9	+	76783704	76783887	76783839	76783887	76764435	76764555
1196	"BIVM"	"BIVM"	chr13	+	102839550	102841538	102839571	102841538	102838642	102838739
1197	"ANO5"	"ANO5"	chr11	+	22211263	22211314	22211266	22211314	22203803	22203850
1198	"POLE3"	"POLE3"	chr9	-	113410227	113410408	113410227	113410378	113410616	113410749
1199	"PICALM"	"PICALM"	chr11	-	85990249	85990399	85990249	85990378	85996825	85996929
1200	"MAP7D1"	"MAP7D1"	chr1	+	36179511	36179557	36179514	36179557	36179261	36179315
1201	"HNF1A"	"HNF1A"	chr12	+	120999461	120999627	120999482	120999627	120999267	120999389
1202	"APTX"	"APTX"	chr9	-	32988078	32988129	32988078	32988124	32989758	32989895
1203	"APTX"	"APTX"	chr9	-	32972605	32973688	32972605	32973652	32974457	32974561
1204	"TNNT2"	"TNNT2"	chr1	-	201367770	201367806	201367770	201367803	201368161	201368227
1205	"TNNT2"	"TNNT2"	chr1	-	201373213	201373401	201373213	201373268	201377622	201377700
1206	"PDE4DIP"	"PDE4DIP"	chr1	+	149031943	149033019	149031999	149033019	149030231	149030278
1207	"PARP3"	"PARP3"	chr3	+	51943348	51943538	51943353	51943538	51942304	51942708
1208	"APOA5"	"APOA5"	chr11	-	116791811	116791892	116791811	116791868	116792379	116792420
1209	"CBR1"	"CBR1"	chr21	+	36071814	36073177	36072445	36073177	36070949	36071057
1210	"CD6"	"CD6"	chr11	+	61015712	61015835	61015732	61015835	61013918	61014014
1211	"MYADM"	"MYADM"	chr19	+	53869689	53869838	53869753	53869838	53866157	53866417
1212	"MYADM"	"MYADM"	chr19	+	53869753	53869838	53869765	53869838	53867864	53867943
1213	"MYADM"	"MYADM"	chr19	+	53869689	53869838	53869765	53869838	53867864	53867943
1214	"MYADM"	"MYADM"	chr19	+	53869689	53869838	53869753	53869838	53867864	53867943
1215	"CDK10"	"CDK10"	chr16	+	89695594	89696364	89695728	89696364	89695292	89695345
1216	"TMED7-TICAM2"	"TMED7-TICAM2"	chr5	-	115578495	115581315	115578495	115581197	115616317	115616445
1217	"MPPE1"	"MPPE1"	chr18	-	11886712	11886781	11886712	11886778	11886916	11887025
1218	"MPPE1"	"MPPE1"	chr18	-	11896983	11897356	11896983	11897131	11906202	11906309
1219	"KIAA0226L"	"KIAA0226L"	chr13	-	46371940	46372597	46371940	46372210	46387133	46387500
1220	"KIAA0226L"	"KIAA0226L"	chr13	-	46371940	46372597	46371940	46372210	46377889	46378005
1221	"LRTM2"	"LRTM2"	chr12	+	1827406	1827594	1827409	1827594	1820266	1820814
1222	"TRIM22"	"TRIM22"	chr11	+	5698314	5698545	5698326	5698545	5697247	5697343
1223	"NLRC3"	"NLRC3"	chr16	-	3567242	3567385	3567242	3567324	3577148	3577404
1224	"NPHP4"	"NPHP4"	chr1	-	5905631	5905783	5905631	5905780	5907114	5907222
1225	"NPHP4"	"NPHP4"	chr1	-	5905631	5905783	5905631	5905780	5927648	5927787
1226	"RPL17"	"RPL17"	chr18	-	49491531	49491833	49491531	49491584	49492457	49492565
1227	"BZRAP1-AS1"	"BZRAP1-AS1"	chr17	+	58351734	58351914	58351743	58351914	58337201	58337679
1228	"ZNF143"	"ZNF143"	chr11	+	9474549	9474633	9474552	9474633	9473940	9474024
1229	"CENPM"	"CENPM"	chr22	-	41945224	41945389	41945224	41945304	41945912	41946005
1230	"ITGAL"	"ITGAL"	chr16	+	30505243	30505300	30505246	30505300	30504174	30504264
1231	"SNRPD1"	"SNRPD1"	chr18	+	21623747	21623939	21623870	21623939	21622724	21622801
1232	"IFI27"	"IFI27"	chr14	+	94111624	94111773	94111658	94111773	94110732	94110797
1233	"IFI27"	"IFI27"	chr14	+	94115780	94115942	94115789	94115942	94114850	94114880
1234	"IFI27"	"IFI27"	chr14	+	1230342	1230504	1230351	1230504	1229412	1229442
1235	"IFI27"	"IFI27"	chr14	+	1226186	1226335	1226220	1226335	1225294	1225359
1236	"SLC34A2"	"SLC34A2"	chr4	+	25662704	25662842	25662707	25662842	25662497	25662612
1237	"EML3"	"EML3"	chr11	-	62602758	62602889	62602758	62602779	62603148	62603247
1238	"EML3"	"EML3"	chr11	-	62611086	62611347	62611086	62611344	62611424	62611596
1239	"PDE1B"	"PDE1B"	chr12	+	54569121	54569366	54569183	54569366	54566973	54567087
1240	"HAUS8"	"HAUS8"	chr19	-	17059996	17060092	17059996	17060089	17062697	17062779
1241	"IFT27"	"IFT27"	chr22	-	36767782	36767862	36767782	36767859	36775673	36776133
1242	"FKBP1B"	"FKBP1B"	chr2	+	24063018	24063680	24063063	24063680	24060813	24060926
1243	"MIER1"	"MIER1"	chr1	+	66928886	66928963	66928889	66928963	66926141	66926242
1244	"MIER1"	"MIER1"	chr1	+	66928889	66928963	66928928	66928963	66926141	66926242
1245	"MIER1"	"MIER1"	chr1	+	66928886	66928963	66928928	66928963	66926141	66926242
1246	"RGN"	"RGN"	chrX	+	47081129	47081307	47081178	47081307	47080316	47080936
1247	"EDNRB"	"EDNRB"	chr13	-	77895480	77898334	77895480	77896558	77899858	77899967
1248	"KCNT1"	"KCNT1"	chr9	+	135759669	135759859	135759678	135759859	135758413	135758508
1249	"METTL15"	"METTL15"	chr11	+	28296752	28296931	28296796	28296931	28290205	28290397
1250	"ACHE"	"ACHE"	chr7	-	100892333	100892818	100892333	100892554	100893164	100894252
1251	"ACHE"	"ACHE"	chr7	-	100893164	100894255	100893164	100894252	100895801	100895971
1252	"ACHE"	"ACHE"	chr7	-	100889993	100891088	100889993	100890335	100891168	100891338
1253	"HSP90AB1"	"HSP90AB1"	chr6	+	44249674	44249834	44249704	44249834	44249376	44249583
1254	"HSP90AB1"	"HSP90AB1"	chr6	+	44248616	44248776	44248629	44248776	44246957	44247195
1255	"ARL4A"	"ARL4A"	chr7	+	12688165	12690933	12688168	12690933	12686826	12687043
1256	"ARL4A"	"ARL4A"	chr7	+	12688165	12690933	12688168	12690933	12687285	12687728
1257	"G6PC"	"G6PC"	chr17	+	42907522	42907628	42907599	42907628	42903930	42904040
1258	"NIF3L1"	"NIF3L1"	chr2	+	200891917	200892379	200891968	200892379	200889326	200889391
1259	"SERPINB1"	"SERPINB1"	chr6	-	2835855	2836023	2835855	2836019	2836107	2836250
1260	"PAX2"	"PAX2"	chr10	+	100827542	100829941	100827561	100829941	100827008	100827095
1261	"LRRC6"	"LRRC6"	chr8	-	132610161	132610261	132610161	132610252	132611293	132611363
1262	"MUTYH"	"MUTYH"	chr1	-	45333412	45333561	45333412	45333497	45334390	45334511
1263	"MUTYH"	"MUTYH"	chr1	-	45333412	45333594	45333412	45333561	45334390	45334511
1264	"MUTYH"	"MUTYH"	chr1	-	45333412	45333603	45333412	45333561	45334390	45334511
1265	"MUTYH"	"MUTYH"	chr1	-	45333412	45333564	45333412	45333561	45334390	45334511
1266	"MUTYH"	"MUTYH"	chr1	-	45333412	45333594	45333412	45333497	45334390	45334511
1267	"MUTYH"	"MUTYH"	chr1	-	45333412	45333603	45333412	45333497	45334390	45334511
1268	"MUTYH"	"MUTYH"	chr1	-	45333412	45333564	45333412	45333497	45334390	45334511
1269	"MUTYH"	"MUTYH"	chr1	-	45333412	45333603	45333412	45333594	45334390	45334511
1270	"MUTYH"	"MUTYH"	chr1	-	45333412	45333594	45333412	45333564	45334390	45334511
1271	"MUTYH"	"MUTYH"	chr1	-	45333412	45333603	45333412	45333564	45334390	45334511
1272	"C6orf89"	"C6orf89"	chr6	+	36902220	36902434	36902279	36902434	36899425	36899633
1273	"HCST"	"HCST"	chr19	+	35904119	35904271	35904122	35904271	35903771	35903903
1274	"MOSPD3"	"MOSPD3"	chr7	+	100613476	100613706	100613506	100613706	100613193	100613269
1275	"CKLF-CMTM1"	"CKLF-CMTM1"	chr16	+	66578830	66579135	66578846	66579135	66577103	66577202
1276	"ADCY10"	"ADCY10"	chr1	-	167901661	167901842	167901661	167901805	167902015	167902054
1277	"ZSCAN18"	"ZSCAN18"	chr19	-	58083841	58085379	58083841	58085376	58086173	58086266
1278	"CLEC4M"	"CLEC4M"	chr19	+	7763392	7763476	7763395	7763476	7763148	7763312
1279	"CD58"	"CD58"	chr1	-	116519230	116519302	116519230	116519267	116521905	116521983
1280	"EIF2B4"	"EIF2B4"	chr2	-	27369005	27369212	27369005	27369209	27369413	27369549
1281	"PRR13"	"PRR13"	chr12	+	53443390	53443773	53443540	53443773	53442694	53442733
1282	"KLHDC4"	"KLHDC4"	chr16	-	87707811	87708075	87707811	87708072	87708349	87708466
1283	"FAM58A"	"FAM58A"	chrX	-	153587924	153588454	153587924	153588394	153592505	153592733
1284	"AMT"	"AMT"	chr3	-	49422103	49422271	49422103	49422257	49422360	49422678
1285	"NOXO1"	"NOXO1"	chr16	-	1980640	1980731	1980640	1980728	1980938	1981019
1286	"APPL2"	"APPL2"	chr12	-	105207970	105208047	105207970	105208029	105208157	105208199
1287	"RAB2B"	"RAB2B"	chr14	-	21468669	21468752	21468669	21468708	21474866	21474934
1288	"DTX3"	"DTX3"	chr12	+	57606864	57607613	57606883	57607613	57606442	57606518
1289	"SH2D2A"	"SH2D2A"	chr1	-	156814204	156814324	156814204	156814294	156815036	156815221
1290	"SH2D2A"	"SH2D2A"	chr1	-	156816005	156816094	156816005	156816063	156816674	156816848
1291	"SMARCA4"	"SMARCA4"	chr19	+	11058254	11058363	11058257	11058363	11041297	11041560
1292	"SMARCA4"	"SMARCA4"	chr19	+	11041297	11041560	11041306	11041560	11034913	11035132
1293	"SEC24B"	"SEC24B"	chr4	+	109506327	109506512	109506330	109506512	109494614	109494856
1294	"INTS7"	"INTS7"	chr1	-	211946606	211946705	211946606	211946645	211952568	211952701
1295	"GPBAR1"	"GPBAR1"	chr2	+	218262058	218263859	218262566	218263859	218261014	218261216
1296	"GPBAR1"	"GPBAR1"	chr2	+	218262566	218263859	218262679	218263859	218261014	218261216
1297	"GPBAR1"	"GPBAR1"	chr2	+	218262058	218263859	218262679	218263859	218261014	218261216
1298	"GOLGA7"	"GOLGA7"	chr8	+	41507053	41507121	41507058	41507121	41505910	41506012
1299	"FBXL5"	"FBXL5"	chr4	-	15636493	15636676	15636493	15636673	15638507	15638694
1300	"FBXL5"	"FBXL5"	chr4	-	15644492	15644708	15644492	15644657	15655203	15655412
1301	"CLINT1"	"CLINT1"	chr5	-	157789362	157789567	157789362	157789513	157791702	157791995
1302	"ARMCX3"	"ARMCX3"	chrX	+	101623785	101623893	101623813	101623893	101623129	101623276
1303	"SREK1"	"SREK1"	chr5	+	66177513	66177658	66177516	66177658	66174945	66175041
1304	"TTC39A"	"TTC39A"	chr1	-	51309260	51309430	51309260	51309325	51311253	51311321
1305	"SZRD1"	"SZRD1"	chr1	+	16393227	16393482	16393230	16393482	16367029	16367308
1306	"SZRD1"	"SZRD1"	chr1	+	16393227	16393482	16393230	16393482	16391374	16391424
1307	"RNF32"	"RNF32"	chr7	+	156676294	156677126	156676418	156677126	156675695	156675863
1308	"DNA2"	"DNA2"	chr10	-	68430435	68430655	68430435	68430540	68431856	68431971
1309	"PLCZ1"	"PLCZ1"	chr12	-	18723310	18723545	18723310	18723542	18736220	18736342
1310	"SLC25A29"	"SLC25A29"	chr14	-	100295625	100295993	100295625	100295697	100298841	100298885
1311	"ZNF607"	"ZNF607"	chr19	-	37707913	37708012	37707913	37708009	37709695	37709822
1312	"PPM1B"	"PPM1B"	chr2	+	44229992	44231473	44230412	44231473	44218479	44218537
1313	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4038932	4039158	4039097	4039158	4038373	4038562
1314	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4039617	4040788	4039705	4040788	4038373	4038562
1315	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4256843	4257069	4257008	4257069	4256284	4256473
1316	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4257528	4258699	4257616	4258699	4256284	4256473
1317	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4150194	4151365	4150282	4151365	4148950	4149139
1318	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4149509	4149735	4149674	4149735	4148950	4149139
1319	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	32845329	32846500	32845417	32846500	32844085	32844274
1320	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	32844644	32844870	32844809	32844870	32844085	32844274
1321	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4088899	4090070	4088987	4090070	4087655	4087844
1322	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4088214	4088440	4088379	4088440	4087655	4087844
1323	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4244581	4245752	4244669	4245752	4243337	4243526
1324	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4243896	4244122	4244061	4244122	4243337	4243526
1325	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4144398	4145569	4144486	4145569	4143154	4143343
1326	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4143713	4143939	4143878	4143939	4143154	4143343
1327	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4263997	4264223	4264162	4264223	4263438	4263627
1328	"PSMB8-AS1"	"PSMB8-AS1"	chr6	+	4264682	4265853	4264770	4265853	4263438	4263627
1329	"SLIRP"	"SLIRP"	chr14	+	77717479	77717601	77717495	77717601	77715771	77715879
1330	"SLIRP"	"SLIRP"	chr14	+	77717495	77717601	77717501	77717601	77715771	77715879
1331	"SLIRP"	"SLIRP"	chr14	+	77717479	77717601	77717501	77717601	77715771	77715879
1332	"ST20"	"ST20"	chr15	-	79907628	79907706	79907628	79907684	79923142	79923322
1333	"ST20"	"ST20"	chr15	-	79907628	79907706	79907628	79907684	79923451	79923754
1334	"SEC14L3"	"SEC14L3"	chr22	-	30471159	30471277	30471159	30471207	30471904	30472047
1335	"PLCH2"	"PLCH2"	chr1	+	2503921	2505530	2503944	2505530	2502111	2502409
1336	"PLCH2"	"PLCH2"	chr1	+	55111	56720	55134	56720	53301	53599
1337	"GALNTL5"	"GALNTL5"	chr7	+	151982840	151983152	151982985	151983152	151970944	151971065
1338	"PIGT"	"PIGT"	chr20	+	45419472	45419590	45419503	45419590	45419294	45419395
1339	"SLC22A7"	"SLC22A7"	chr6	+	43299383	43299493	43299389	43299493	43298259	43298751
1340	"NUBP2"	"NUBP2"	chr16	+	1788137	1788207	1788160	1788207	1787940	1788051
1341	"IQCH-AS1"	"IQCH-AS1"	chr15	-	67514920	67515260	67514920	67515066	67518999	67519102
1342	"IQCH-AS1"	"IQCH-AS1"	chr15	-	67466493	67466738	67466493	67466711	67518999	67519102
1343	"PLP1"	"PLP1"	chrX	+	103785581	103785768	103785746	103785768	103776852	103776999
1344	"HDHD3"	"HDHD3"	chr9	-	113375452	113375567	113375452	113375526	113376728	113377009
1345	"LSR"	"LSR"	chr19	+	35266835	35266967	35266838	35266967	35266678	35266738
1346	"TIE1"	"TIE1"	chr1	+	43304850	43305165	43304933	43305165	43300894	43301129
1347	"LOC100507194"	"LOC100507194"	chr6	-	3190826	3191257	3190826	3191230	3195665	3195767
1348	"BAHD1"	"BAHD1"	chr15	+	40461911	40462294	40461914	40462294	40458450	40459896
1349	"BAHD1"	"BAHD1"	chr15	+	40465334	40465435	40465343	40465435	40464470	40464547
1350	"PLEKHB2"	"PLEKHB2"	chr2	+	131140166	131140275	131140169	131140275	131132901	131132991
1351	"PLEKHB2"	"PLEKHB2"	chr2	+	131140166	131140275	131140169	131140275	131126683	131126786
1352	"PLEKHB2"	"PLEKHB2"	chr2	+	131140166	131140275	131140169	131140275	131132901	131133015
1353	"ACSBG1"	"ACSBG1"	chr15	-	78193931	78194020	78193931	78194008	78194505	78194726
1354	"CD99L2"	"CD99L2"	chrX	-	150814861	150814948	150814861	150814936	150816006	150816078
1355	"FAM71F1"	"FAM71F1"	chr7	+	128718830	128719083	128718891	128719083	128716812	128716997
1356	"FAM71F1"	"FAM71F1"	chr7	+	128726827	128726871	128726833	128726871	128723196	128723318
1357	"TEX33"	"TEX33"	chr22	-	37001836	37002303	37001836	37002284	37003965	37004025
1358	"VBP1"	"VBP1"	chrX	+	155220182	155220307	155220186	155220307	155216423	155216575
1359	"ORC1"	"ORC1"	chr1	-	52402128	52402228	52402128	52402225	52404245	52404471
1360	"RXRB"	"RXRB"	chr6	-	4389766	4389870	4389766	4389858	4389973	4390106
1361	"RXRB"	"RXRB"	chr6	-	4614835	4614939	4614835	4614927	4615042	4615175
1362	"RXRB"	"RXRB"	chr6	-	4606869	4606973	4606869	4606961	4607076	4607209
1363	"RXRB"	"RXRB"	chr6	-	33195362	33195466	33195362	33195454	33195569	33195702
1364	"RXRB"	"RXRB"	chr6	-	4438861	4438965	4438861	4438953	4439068	4439201
1365	"RXRB"	"RXRB"	chr6	-	4631318	4631422	4631318	4631410	4631525	4631658
1366	"RAB4A"	"RAB4A"	chr1	+	229297481	229297636	229297519	229297636	229295847	229295910
1367	"NLRP7"	"NLRP7"	chr19	-	945566	945764	945566	945680	946410	947989
1368	"NLRP7"	"NLRP7"	chr19	-	842395	842593	842395	842509	843239	844818
1369	"NLRP7"	"NLRP7"	chr19	-	918029	918227	918029	918143	918873	920452
1370	"NLRP7"	"NLRP7"	chr19	-	841441	841639	841441	841555	842285	843864
1371	"NLRP7"	"NLRP7"	chr19	-	856408	856606	856408	856522	857252	858831
1372	"NLRP7"	"NLRP7"	chr19	-	54938043	54938241	54938043	54938157	54938887	54940466
1373	"NLRP7"	"NLRP7"	chr19	-	650204	650402	650204	650318	651048	652627
1374	"NLRP7"	"NLRP7"	chr19	-	583245	583443	583245	583359	584089	585668
1375	"NLRP7"	"NLRP7"	chr19	-	920115	920313	920115	920229	920959	922538
1376	"NLRP7"	"NLRP7"	chr19	-	920525	920723	920525	920639	921369	922948
1377	"DDX11"	"DDX11"	chr12	+	31103316	31103395	31103321	31103395	31102935	31103020
1378	"DDX11"	"DDX11"	chr12	+	31078389	31078537	31078462	31078537	31073844	31073969
1379	"PRKCQ"	"PRKCQ"	chr10	-	6510994	6511194	6510994	6511192	6515017	6515144
1380	"MITF"	"MITF"	chr3	+	69951811	69951886	69951829	69951886	69949050	69949168
1381	"NCAPG2"	"NCAPG2"	chr7	-	158654594	158654789	158654594	158654694	158655117	158655258
1382	"NCAPG2"	"NCAPG2"	chr7	-	158675476	158675656	158675476	158675616	158679959	158680085
1383	"DMBX1"	"DMBX1"	chr1	+	46510460	46510654	46510475	46510654	46506995	46507164
1384	"TMPRSS3"	"TMPRSS3"	chr21	-	42376540	42376686	42376540	42376683	42380116	42380212
1385	"C19orf48"	"C19orf48"	chr19	-	50797692	50798958	50797692	50798924	50799293	50799357
1386	"C19orf48"	"C19orf48"	chr19	-	50797692	50798947	50797692	50798924	50799293	50799357
1387	"C19orf48"	"C19orf48"	chr19	-	50797692	50798958	50797692	50798947	50799293	50799357
1388	"GEMIN5"	"GEMIN5"	chr5	-	154931457	154931577	154931457	154931574	154932098	154932250
1389	"PPP2R5E"	"PPP2R5E"	chr14	-	63539528	63539692	63539528	63539689	63542778	63543361
1390	"GATA3"	"GATA3"	chr10	+	8063992	8064138	8063995	8064138	8058304	8058841
1391	"CDC27"	"CDC27"	chr17	-	47151805	47151936	47151805	47151918	47154671	47154786
1392	"CDC27"	"CDC27"	chr17	-	47141852	47142025	47141852	47142022	47142228	47142436
1393	"ANKRD54"	"ANKRD54"	chr22	-	37838499	37838598	37838499	37838593	37840186	37840234
1394	"SLC25A46"	"SLC25A46"	chr5	+	110761203	110765161	110761446	110765161	110756701	110756759
1395	"GTDC1"	"GTDC1"	chr2	-	144211514	144211597	144211514	144211579	144235675	144235737
1396	"ALAS1"	"ALAS1"	chr3	+	52199209	52199440	52199220	52199440	52198082	52198255
1397	"ALAS1"	"ALAS1"	chr3	+	52199209	52199440	52199220	52199440	52198671	52198848
1398	"NHLRC4"	"NHLRC4"	chr16	+	567470	569495	567495	569495	566994	567075
1399	"ADAM12"	"ADAM12"	chr10	-	126041341	126042241	126041341	126042235	126043039	126043148
1400	"GMEB1"	"GMEB1"	chr1	+	28683582	28683740	28683585	28683740	28668727	28668839
1401	"BMP1"	"BMP1"	chr8	+	22176923	22177139	22176960	22177139	22176532	22176650
1402	"NCAPH"	"NCAPH"	chr2	+	96341674	96341894	96341713	96341894	96335740	96335848
1403	"NCAPH"	"NCAPH"	chr2	+	96341641	96341894	96341674	96341894	96335740	96335848
1404	"NCAPH"	"NCAPH"	chr2	+	96341641	96341894	96341713	96341894	96335740	96335848
1405	"C11orf49"	"C11orf49"	chr11	+	47161445	47162247	47161463	47162247	47161126	47161190
1406	"CCDC107"	"CCDC107"	chr9	+	35660745	35661503	35660773	35661503	35660556	35660647
1407	"CCDC107"	"CCDC107"	chr9	+	35660745	35660858	35660765	35660858	35660556	35660647
1408	"TMEM150B"	"TMEM150B"	chr19	-	55320968	55321093	55320968	55321044	55322647	55322743
1409	"ZNF226"	"ZNF226"	chr19	+	44165587	44165807	44165756	44165807	44165095	44165142
1410	"SEC13"	"SEC13"	chr3	-	10319138	10319316	10319138	10319172	10321049	10321188
1411	"LYZL4"	"LYZL4"	chr3	-	42407112	42407343	42407112	42407324	42410416	42410602
1412	"ASB11"	"ASB11"	chrX	-	15297573	15297681	15297573	15297630	15302727	15302807
1413	"IFNLR1"	"IFNLR1"	chr1	-	24154156	24157891	24154156	24157804	24159051	24159182
